matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,uid_idoc,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-11.276657412951648,1,0,0,1,1,0,-8.437578949443035,0,-0.0957642327994108,0,-4,0,0,0
0,-11.276657412951648,0,0,0,1,0,20,-8.437578949443035,0,0.0609863325953483,1,-3,0,1,0
0,-9.59025845938142,1,0,0,1,0,31,-11.181347233147324,0,-0.1243108790668695,0,-4,0,0,0
0,-6.549269594239308,1,0,0,1,1,4,-10.40118867559775,0,0.0585387237370014,0,-4,0,0,0
0,-6.256071788002225,1,0,0,1,0,15,-11.181347233147324,0,-0.0302206203341484,0,-4,0,0,0
0,-7.610534945960329,1,0,1,1,0,6,-9.647416873221369,0,-0.0671814307570457,0,2,0,0,0
0,-6.195253047967186,1,0,1,1,0,15,-6.926379476592348,0,0.0154463369098455,0,-1,0,0,0
0,-6.855410065124486,1,0,0,1,0,29,-9.627998787364268,0,-0.0168700739741325,0,-2,0,0,0
0,-6.256071788002225,1,0,1,1,0,13,-5.3795035453149085,0,0.0292263403534889,0,-1,0,5,0
0,-8.041908238927158,1,0,0,1,0,15,-7.282133186011759,0,-0.03269062936306,0,-3,0,0,0
0,-6.324357695868357,1,0,0,1,0,4,-9.647416873221369,0,-0.0696794688701629,0,-4,0,0,0
0,-8.86971230463336,0,0,1,1,1,4,-9.553890815210545,0,0.0335336774587631,1,-1,0,1,0
0,-8.791750763163648,1,0,0,1,1,1,-9.968324593301471,0,-0.0628047082874029,0,-4,0,0,0
0,-8.791750763163648,0,0,0,1,1,1,-7.744431768883089,0,-0.0655476208475381,1,-3,0,4,0
0,-8.791750763163648,0,0,0,1,1,5,-7.744431768883089,0,0.0374282151460647,1,-3,0,1,0
0,-6.2064961395413665,0,0,1,0,1,14,-9.302576386929639,1,0.2049731072038412,0,-1,0,1,1
0,-10.871192304843484,1,0,0,1,0,28,-12.480630217277586,0,-0.2285249512642622,0,-6,0,0,0
0,-8.86971230463336,1,0,0,1,0,19,-8.588809919166959,0,-0.0026039332151412,0,-3,0,7,0
0,-7.587777958837713,1,0,0,1,1,15,-8.8607436346506,0,0.0684525556862354,0,-3,0,0,0
0,-7.169067623979528,1,0,1,1,1,3,-6.433258038231307,0,-0.0118266306817531,0,-1,0,0,0
0,-6.256071788002225,1,0,0,1,0,0,-8.115410700920085,0,0.0419161133468151,0,-5,0,0,0
0,-6.794785443308052,1,0,0,1,0,5,-9.647416873221369,0,-0.031643122434616,0,-4,0,0,0
0,-8.86971230463336,1,0,0,1,0,3,-7.744431768883089,0,0.0275866240262985,0,-3,0,0,0
0,-8.285937681221203,1,0,0,1,0,0,-10.68887074804953,0,0.0376502040307968,0,-15,0,0,0
0,-8.86971230463336,1,0,1,1,0,2,-5.810286461407363,0,-0.1074853390455246,0,-1,0,4,0
0,-9.07943283561543,1,0,0,1,0,0,-9.841572887662327,0,0.1646060333587229,0,-3,0,6,0
0,-8.65198882078849,0,0,1,1,1,8,-6.8422755479438395,0,-0.0122709721326828,1,-1,0,1,0
0,-8.86971230463336,1,0,0,1,1,9,-9.818042390252133,0,0.0346077866852283,0,-4,0,0,0
0,-8.65198882078849,0,0,0,1,1,15,-8.609429206369693,0,0.0400459617376327,1,-3,0,1,0
0,-9.772580016175375,1,0,0,1,1,3,-13.579242505945695,0,-0.0555971190333366,0,-8,0,0,0
0,-10.940185176330436,0,0,0,1,0,3,-6.60476359492065,0,0.0367371868643014,1,-3,0,1,0
0,-7.829849520037441,1,0,0,1,1,2,-6.2064961395413665,0,-0.0297566726803779,0,-3,0,1,0
0,-9.004531527442312,1,0,0,1,0,1,-9.915680859816048,0,-0.0495864562690258,0,-3,0,5,0
0,-6.256071788002225,1,0,0,1,1,8,-11.014293148484159,0,-0.0183253064751625,0,-4,0,0,0
0,-6.256071788002225,1,0,0,0,1,1,-11.094335856157695,0,0.0867362632416188,0,-3,0,3,1
0,-9.275177412741526,1,0,0,0,0,1,-11.382017928609475,0,-0.1731307208538055,0,-4,0,0,0
0,-7.623405136480864,1,0,1,0,1,16,-8.098603582603703,0,0.0177373103797435,0,-1,0,2,1
0,-8.954269692661423,1,0,1,0,0,1,-5.3795035453149085,0,0.0661225486546754,0,-1,0,4,1
0,-6.195253047967186,1,0,0,1,0,7,-5.810286461407363,0,-0.1030856910792142,0,-3,0,3,0
0,-9.553890815210545,1,0,1,1,1,7,-8.609429206369693,0,-0.0411875173449516,0,1,0,0,0
0,-8.767058150573277,0,0,1,1,1,19,-6.801595912310578,0,0.1688874587416649,1,-1,0,1,0
0,-6.195253047967186,1,0,0,1,0,6,-8.246523712680325,0,0.0402563792022913,0,-3,0,0,0
0,-8.285937681221203,1,0,0,1,1,0,-13.579242505945695,0,0.1109884295146912,0,-5,0,0,0
0,-6.195253047967186,1,0,1,1,1,3,-8.516647472918727,0,0.0819925609976053,0,-1,0,15,0
0,-8.041908238927158,1,0,0,0,0,12,-12.88609532538575,0,-0.0295860506594181,0,-2,0,0,1
0,-9.627998787364268,1,0,0,0,0,26,-10.746029161889478,0,-0.0380782596466094,0,-14,0,0,1
0,-6.195253047967186,1,0,0,1,1,5,-13.579242505945695,0,-0.0225506648421287,0,-3,0,0,0
0,-6.256071788002225,1,0,0,0,1,2,-6.73549255693947,0,0.0155287981033325,0,-3,0,4,1
0,-10.940185176330436,1,0,0,1,1,17,-6.73549255693947,0,0.0244910475167482,0,-3,0,8,0
0,-9.553890815210545,0,0,1,1,1,32,-8.8607436346506,0,0.0293827801942825,1,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,5,-5.810286461407363,0,-0.0953146964311599,0,-3,0,11,0
0,-6.195253047967186,1,0,1,1,1,13,-5.810286461407363,0,-0.1032982245087623,0,-1,0,5,0
0,-8.041908238927158,0,0,1,1,1,2,-6.751613271442842,0,-0.026254829019308,1,-1,0,1,0
0,-5.3795035453149085,0,0,1,1,1,3,-11.181347233147324,0,0.1511832624974697,1,-1,0,1,0
0,-6.256071788002225,0,0,1,0,1,1,-8.285937681221203,0,-0.009218506515026,1,-1,0,1,0
0,-8.10697183227422,1,0,0,0,1,1,-5.975344537423814,0,-0.0669931471347808,0,-3,0,0,0
0,-7.146302413206516,1,0,0,0,0,1,-9.014894314477859,0,0.0465230084955692,0,-4,0,0,1
0,-9.275177412741526,1,0,0,0,1,5,-12.192948144825804,0,-0.0323515655472874,0,-6,0,0,0
0,-6.794785443308052,1,0,0,1,1,0,-9.436107779554161,0,0.060599397867918,0,-3,0,0,0
0,-11.181347233147324,1,0,0,0,0,8,-12.88609532538575,0,-0.0404584556818008,0,-4,0,0,0
0,-6.794785443308052,1,0,0,0,1,7,-6.203360357730682,0,0.0649786871227472,0,-4,0,0,0
0,-9.275177412741526,1,0,0,1,1,5,-5.810286461407363,0,0.0645713284611702,0,-3,0,2,0
0,-8.944513517716059,1,0,0,0,1,11,-8.280925139397658,0,-0.1554859261959791,0,-4,0,0,1
0,-7.146302413206516,1,0,0,1,0,2,-7.744431768883089,0,-0.0046736598014831,0,-4,0,0,0
0,-6.256071788002225,1,0,1,1,1,33,-6.518766139945893,0,-0.0209512263536453,0,4,0,0,0
0,-6.324357695868357,0,0,0,0,1,1,-5.3795035453149085,0,0.1216370910406112,1,-3,0,1,0
1,-6.195253047967186,0,0,1,0,0,14,-6.60476359492065,0,0.1679577939212322,1,-1,0,1,0
1,-6.195253047967186,0,0,1,0,1,14,-6.60476359492065,0,0.1679577939212322,1,-1,0,1,0
0,-9.59025845938142,1,0,0,0,0,8,-10.360366681077494,0,-0.0150998262688517,0,-6,0,0,1
0,-7.146302413206516,0,0,0,0,1,1,-7.437205100358338,0,0.1676613911986351,1,-4,0,1,1
0,-6.794785443308052,0,0,1,1,1,16,-6.801595912310578,0,-0.0647396985140592,0,-1,0,1,0
0,-9.136591249455378,0,0,1,0,1,1,-5.3795035453149085,0,0.0389756057110578,0,-1,0,1,0
0,-6.256071788002225,0,0,1,1,0,3,-6.794785443308052,0,-0.08682881295681,1,-1,0,2,0
1,-6.794785443308052,1,0,1,0,0,8,-13.579242505945695,0,-0.08682881295681,0,4,0,2,0
0,-6.256071788002225,0,0,1,1,0,3,-5.3795035453149085,0,0.121157893911004,1,-1,0,1,0
0,-6.794785443308052,1,0,0,0,0,29,-7.62599917165791,0,0.0334935616701841,0,-4,0,0,1
0,-9.004531527442312,1,0,0,1,0,4,-10.634803526779255,0,0.1724237418103068,0,-3,0,0,0
0,-8.791750763163648,1,0,0,1,1,3,-12.480630217277586,0,-3.539025783538819e-07,0,-4,0,0,0
0,-8.516647472918727,1,0,0,0,0,1,-7.623405136480864,0,0.1647280640900135,0,-4,0,0,0
0,-7.623405136480864,1,0,0,1,0,5,-8.491646170713311,0,0.0269544012844562,0,-4,0,0,0
0,-6.794785443308052,1,0,0,0,0,1,-7.885510367142995,0,-0.0430172346532344,0,-3,0,0,0
0,-7.146302413206516,0,0,0,1,1,3,-6.801595912310578,0,-0.1133600044694692,1,-7,0,1,0
0,-5.3795035453149085,0,0,1,1,1,10,-9.004531527442312,0,0.0482350876554846,1,-1,0,1,0
0,-6.195253047967186,1,0,1,1,1,34,-11.382017928609475,0,-0.0114197414368391,0,-1,0,0,0
0,-9.07943283561543,1,0,0,1,0,1,-11.094335856157695,0,-0.04424006678164,0,-3,0,0,0
0,-8.516647472918727,1,0,0,1,0,16,-7.786228897561551,0,-0.0797365121543407,0,-7,0,0,0
0,-6.195253047967186,1,0,0,1,1,13,-11.094335856157695,0,-0.1972112077918798,0,-6,0,0,0
0,-8.3752358188689,1,0,0,1,0,6,-11.78748303671764,0,0.0523876659572124,0,-3,0,0,0
0,-6.794785443308052,1,0,1,1,0,2,-5.810286461407363,0,0.1226486265659332,0,-1,0,2,0
0,-8.041908238927158,1,0,1,1,0,5,-10.806653783705913,0,0.0368891954421997,0,-1,0,2,0
0,-6.256071788002225,1,0,1,1,1,3,-6.518766139945893,0,0.0197680154815316,0,3,0,0,0
0,-9.275177412741526,0,0,1,1,1,9,-5.3795035453149085,0,0.0410382449626922,0,-1,0,1,0
0,-6.794785443308052,1,0,1,0,1,2,-5.810286461407363,0,0.0161763374063222,0,-1,0,5,0
0,-8.65198882078849,1,0,1,1,1,4,-5.975344537423814,0,0.0364001244306564,0,2,0,0,0
0,-6.794785443308052,0,0,1,1,0,3,-10.488200052587379,1,-4.0978193283081055e-08,0,-1,0,1,0
0,-6.549269594239308,0,0,1,1,1,1,-8.236908253980884,0,-0.0038767866790294,1,-1,0,1,0
0,-8.285937681221203,1,0,1,0,0,5,-6.573453486692192,0,0.116622656583786,0,-1,0,14,0
0,-8.767058150573277,0,0,1,0,1,7,-5.3795035453149085,0,0.1236567124724388,1,-1,0,1,0
0,-6.794785443308052,0,0,1,1,1,30,-6.195253047967186,0,-0.0036894418299198,1,-1,0,1,0
0,-6.195253047967186,0,0,1,0,1,32,-6.8422755479438395,0,0.1779937595129013,0,-1,0,1,1
0,-6.549269594239308,1,0,1,1,1,0,-6.324357695868357,0,0.0091146863996982,0,-1,0,3,0
0,-9.275177412741526,1,0,0,0,1,9,-5.810286461407363,0,0.0190511234104633,0,-3,0,11,0
0,-6.549269594239308,0,0,1,1,1,5,-6.73549255693947,0,0.0692158881274015,1,-1,0,1,0
0,-6.855410065124486,1,0,0,1,0,14,-5.3795035453149085,0,0.0440127924084663,0,-5,0,0,0
0,-8.348133889091107,0,0,1,1,1,0,-7.17566830801088,0,0.0312095005065202,1,-1,0,1,0
0,-8.609429206369693,1,0,0,1,1,9,-9.571909320713225,0,-0.0077365562319755,0,-4,0,0,0
0,-6.256071788002225,1,0,1,1,0,2,-6.255411939743378,0,-0.0430220868137628,0,2,0,0,0
0,-9.136591249455378,1,0,1,0,0,1,-5.3795035453149085,0,-0.0376325994729995,0,-1,0,8,0
0,-7.146302413206516,0,0,0,1,1,0,-5.3795035453149085,0,0.0084633827209472,1,-3,0,1,0
0,-6.256071788002225,1,0,1,1,0,2,-6.255411939743378,0,-0.0430220868137628,0,2,0,0,0
0,-10.21194667595922,0,0,0,1,1,2,-9.124895209692188,0,0.1793901287019252,1,-3,0,1,0
0,-6.794785443308052,1,0,1,0,1,1,-6.256071788002225,0,-0.0138982199132442,0,-1,0,5,0
0,-6.256071788002225,1,0,0,1,1,7,-8.236908253980884,0,0.1017090640962123,0,-5,0,0,0
0,-6.195253047967186,0,0,1,0,0,8,-7.829849520037441,0,-0.1148500964045524,1,-1,0,1,0
0,-6.256071788002225,1,0,0,1,0,4,-6.73549255693947,0,-0.0284321196377277,0,-3,0,1,0
0,-9.436107779554161,1,0,0,1,1,3,-8.437578949443035,0,0.0472408719360828,0,-4,0,0,0
0,-8.944513517716059,1,0,1,0,1,7,-5.810286461407363,0,-0.1502526197281629,0,1,0,0,0
0,-8.516647472918727,1,0,0,0,1,2,-6.203360357730682,0,-0.0230429237708449,0,-3,0,3,0
0,-9.004531527442312,1,0,0,1,0,1,-10.806653783705913,0,0.1055643949657678,0,-3,0,7,0
0,-9.004531527442312,1,0,0,1,1,6,-9.172523258681442,0,0.0417097695171833,0,-4,0,0,0
0,-10.634803526779255,1,0,0,1,1,13,-6.73549255693947,0,-0.0831522476228922,0,-5,0,0,0
0,-8.098603582603703,1,0,0,0,0,1,-9.995723567489584,0,0.1470086183699815,0,-6,0,0,1
0,-9.004531527442312,1,0,0,0,1,1,-12.88609532538575,0,0.0155713185667991,0,-22,0,0,1
0,-9.627998787364268,1,0,0,1,0,2,-9.046643012792439,0,-0.1094029732048511,0,-4,0,0,0
0,-6.195253047967186,0,0,0,1,1,22,-13.579242505945695,0,-0.0492826029658317,1,-3,0,1,0
0,-9.452108120900602,1,0,0,1,0,2,-5.3795035453149085,0,0.0062103699892759,0,-3,0,1,0
0,-9.772580016175375,1,0,0,1,0,4,-10.488200052587379,0,0.0383714288473129,0,-4,0,0,0
0,-10.488200052587379,1,0,0,1,0,10,-9.288783064797304,0,-0.1990830842104703,0,-8,0,0,0
0,-8.246523712680325,1,0,0,1,0,24,-9.374549886554728,0,0.1038350760936737,0,-3,0,0,0
0,-9.359734800769589,0,0,0,1,0,14,-13.579242505945695,0,0.1254097167703359,1,-3,0,1,0
0,-6.195253047967186,1,0,1,1,1,1,-8.659261580117569,0,0.0182599611580371,0,-1,0,3,0
0,-9.222533679256102,0,0,0,1,0,8,-5.3795035453149085,0,0.0760184079408645,1,-3,0,1,0
0,-9.553890815210545,1,0,0,0,0,15,-11.181347233147324,0,-0.05909632332623,0,-5,0,0,1
0,-9.374549886554728,1,0,0,1,0,14,-8.944513517716059,0,0.009986450895667,0,-4,0,0,0
0,-6.794785443308052,1,0,0,1,1,10,-6.2064961395413665,0,-0.0251328088343143,0,-3,0,0,0
0,-6.195253047967186,1,0,0,1,0,4,-6.255411939743378,0,-0.0199752897024154,0,-4,0,0,0
0,-6.794785443308052,0,0,1,0,0,54,-6.801595912310578,0,2.02283263206482e-06,1,-1,0,1,0
0,-8.86971230463336,1,0,0,1,0,49,-8.10697183227422,0,0.0282222870737314,0,-3,0,0,0
0,-9.94165634621931,1,0,0,1,1,15,-9.452108120900602,0,-0.0652083586600572,0,-3,0,0,0
0,-6.195253047967186,1,0,0,1,1,16,-8.246523712680325,0,0.0774765070828645,0,-3,0,0,0
0,-9.627998787364268,1,0,0,1,0,4,-9.172523258681442,0,0.0825133249163627,0,-5,0,0,0
0,-9.841572887662327,1,0,0,1,0,6,-9.915680859816048,0,-0.0666924295946955,0,-3,0,0,0
0,-6.256071788002225,0,0,1,1,0,3,-7.623405136480864,0,0.1088164784014225,1,-1,0,1,0
0,-6.195253047967186,0,0,0,1,1,23,-10.082734944479215,0,0.0074724331498146,1,-3,0,1,0
0,-6.256071788002225,1,0,0,1,0,12,-9.23543708409201,0,-0.0319897010922431,0,-4,0,0,0
0,-8.791750763163648,0,0,0,1,1,10,-7.45455911505149,0,-0.0494890883564949,0,-3,0,1,0
0,-9.553890815210545,1,0,1,1,0,1,-7.169067623979528,0,-0.0008105598390102,0,-1,0,1,0
0,-6.195253047967186,1,0,0,0,0,2,-8.954269692661423,0,-0.048982823267579,0,-3,0,8,1
0,-9.101905691467488,1,0,0,1,0,19,-11.181347233147324,0,0.1699778735637664,0,-4,0,0,0
0,-9.865670439241386,1,0,0,1,1,25,-13.579242505945695,0,0.1864961684051006,0,-3,0,0,0
0,-9.865670439241386,1,0,0,0,1,3,-8.241704426244377,0,0.0036692060530185,0,-3,0,0,1
0,-9.468368641772383,1,0,1,1,1,3,-9.7506011094566,0,0.069690003991127,0,6,0,0,0
0,-8.516647472918727,0,0,1,0,1,1,-6.255411939743378,0,-0.0348268747329711,1,-1,0,1,1
1,-6.256071788002225,1,0,0,0,0,1,-9.23543708409201,0,0.0429842546582222,0,-7,0,0,0
0,-10.360366681077494,0,0,0,1,0,3,-6.794785443308052,0,0.0287759229540824,0,-3,0,1,0
0,-6.195253047967186,1,0,0,1,1,4,-11.276657412951648,0,-0.044260200113058,0,-4,0,0,0
0,-8.467254717589151,1,0,0,1,1,43,-9.995723567489584,0,-0.0691787693950384,0,-4,0,0,0
0,-9.553890815210545,1,0,0,1,1,4,-9.436107779554161,0,-0.0175928100943565,0,-4,0,0,0
0,-8.516647472918727,0,0,1,0,1,1,-5.3795035453149085,0,0.0725871622562408,1,-1,0,1,0
0,-6.256071788002225,1,0,1,1,1,12,-6.255411939743378,0,-0.0176114365458488,0,2,0,0,0
0,-5.3795035453149085,1,0,1,0,0,4,-7.344831780227323,0,0.117775060236454,0,-1,0,5,1
0,-9.795052872027433,1,0,0,1,0,2,-6.2064961395413665,0,0.0039186286740005,0,-3,0,0,0
0,-6.256071788002225,1,0,0,1,0,13,-9.209794653478673,0,0.0618256144225597,0,-17,0,0,0
0,-6.256071788002225,0,0,1,1,1,2,-6.794785443308052,0,-0.3408907055854797,1,-1,0,1,0
0,-8.516647472918727,0,0,1,1,1,0,-8.609429206369693,0,0.0177870169281959,1,-1,0,1,0
0,-6.256071788002225,1,0,0,1,0,21,-8.167596454090654,0,-0.2095591314136982,0,-17,0,0,0
0,-7.146302413206516,1,0,0,1,1,12,-6.855410065124486,0,-0.0059558600187301,0,-4,0,0,0
0,-6.203360357730682,0,0,1,1,0,16,-8.098603582603703,0,-0.007675357132867,1,-1,0,1,0
0,-6.256071788002225,1,0,1,1,0,3,-6.518766139945893,0,0.1336200274527073,0,2,0,0,0
0,-9.865670439241386,1,0,0,1,0,15,-5.810286461407363,0,0.0357728656682222,0,-3,0,8,0
0,-7.146302413206516,1,0,0,1,0,8,-8.609429206369693,0,0.0533369202166795,0,-8,0,2,0
0,-8.516647472918727,1,0,0,0,0,2,-6.255411939743378,0,-0.0675219912081956,0,-11,0,0,0
0,-10.145255301460548,1,0,0,1,0,24,-6.751613271442842,0,0.0926402863415926,0,-3,0,1,0
0,-7.829849520037441,1,0,0,1,0,1,-11.633332356890381,0,0.0741463578306138,0,-4,0,0,0
0,-7.146302413206516,1,0,0,1,0,5,-11.382017928609475,0,-0.0415456481277942,0,-4,0,0,0
0,-6.195253047967186,1,0,0,1,0,11,-10.488200052587379,0,-0.057551447302103,0,-7,0,0,0
0,-7.829849520037441,1,0,0,1,0,3,-5.3795035453149085,0,-0.0334607101976871,0,-3,0,1,0
0,-9.275177412741526,0,0,1,0,1,1,-7.623405136480864,0,0.0165072456002235,1,-1,0,1,0
0,-6.549269594239308,0,0,1,1,0,6,-8.348133889091107,0,-0.1712298355996608,1,-1,0,1,0
0,-6.256071788002225,1,0,1,1,0,26,-8.045853017218175,0,0.0198983326554298,0,3,0,0,0
0,-6.549269594239308,1,0,1,1,1,20,-5.3795035453149085,0,0.2079111355987341,0,-1,0,1,0
0,-8.516647472918727,0,0,1,1,0,0,-6.855410065124486,0,0.0266656056046485,1,-1,0,1,0
0,-6.794785443308052,0,0,1,1,1,3,-11.014293148484159,0,-0.0198151655495166,1,-1,0,1,0
0,-9.995723567489584,1,0,1,1,0,13,-11.78748303671764,0,0.1557592768222093,0,-1,0,2,0
0,-6.195253047967186,1,0,1,1,1,1,-10.443748290016545,0,0.0945222824811935,0,-1,0,2,0
0,-8.251366337156114,1,0,0,1,1,3,-5.810286461407363,0,-0.0637755133211612,0,-3,0,5,0
0,-8.473297032045114,1,0,0,0,1,1,-10.534720068222272,0,-0.0575699340552091,0,-5,0,0,0
0,-6.256071788002225,1,0,0,1,1,17,-12.88609532538575,0,0.077073510736227,0,-5,0,0,0
0,-6.256071788002225,1,0,1,0,0,31,-6.518766139945893,0,-0.0153869670185297,0,2,0,0,0
0,-8.516647472918727,0,0,1,1,1,0,-8.057781588083449,0,-0.0056431181728839,1,-1,0,1,0
0,-8.516647472918727,0,0,1,1,1,0,-7.744431768883089,0,0.0407063402235507,1,-1,0,1,0
0,-6.256071788002225,1,0,1,1,0,18,-6.255411939743378,0,-0.0354858599603176,0,1,0,0,0
0,-8.791750763163648,1,0,0,1,1,2,-10.634803526779255,0,0.0573443136808425,0,-4,0,0,0
0,-8.285937681221203,1,0,1,1,0,2,-13.579242505945695,0,0.1969105135950296,0,-1,0,0,0
0,-6.549269594239308,1,0,1,1,0,1,-8.057781588083449,0,0.0530183417722582,0,-1,0,0,0
0,-6.549269594239308,1,0,1,1,0,6,-7.344831780227323,0,-0.0250495485961437,0,-1,0,1,0
0,-5.3795035453149085,1,0,1,1,0,0,-8.673967727507264,0,0.0774672692641615,0,-1,0,3,0
0,-5.3795035453149085,0,0,1,1,0,7,-12.480630217277586,0,0.1569190379232168,1,-1,0,2,0
0,-6.2064961395413665,0,0,1,1,1,9,-7.437205100358338,0,0.1481863781809806,1,-1,0,1,0
0,-9.7506011094566,0,0,0,1,0,3,-5.3795035453149085,0,-0.0156289133873731,1,-3,0,1,0
0,-6.855410065124486,1,0,0,0,0,2,-5.810286461407363,0,-0.0402776710689067,0,-7,0,17,1
0,-6.256071788002225,1,0,1,1,1,3,-9.553890815210545,0,-0.0510265770998746,0,2,0,0,0
0,-8.767058150573277,1,0,0,1,1,5,-12.192948144825804,0,0.1986481678041666,0,-14,0,0,0
0,-9.07943283561543,1,0,0,1,1,1,-8.246523712680325,0,0.079236259714052,0,-5,0,0,0
0,-8.767058150573277,0,0,0,1,0,13,-8.467254717589151,1,0.0274791829288005,0,-3,0,1,0
0,-10.023894444456282,1,0,0,1,1,25,-6.801595912310578,0,-0.1366467773914337,0,-3,0,11,0
0,-7.437205100358338,1,0,1,0,0,15,-6.801595912310578,0,0.1520827617797105,0,-1,0,1,1
0,-8.791750763163648,1,0,0,1,0,32,-8.41445653202218,0,-0.0468840394169092,0,-3,0,10,0
0,-7.762131345982491,0,0,1,1,1,2,-5.3795035453149085,0,-0.1025998983231336,1,-1,0,1,0
0,-6.794785443308052,0,0,1,1,0,4,-8.659261580117569,0,-0.1141357421875,0,-1,0,1,0
0,-6.794785443308052,0,0,1,0,0,1,-8.659261580117569,0,0.1149742007255554,0,-1,0,1,1
0,-6.256071788002225,0,0,1,0,0,28,-10.583510232391705,0,-0.02299015969038,0,-1,0,1,0
0,-7.146302413206516,1,0,0,1,0,16,-5.975344537423814,0,1.4901161193847656e-07,0,-4,0,0,0
0,-6.256071788002225,0,0,1,0,0,1,-5.810286461407363,0,0.0167785827070474,1,-1,0,1,0
0,-6.195253047967186,0,0,1,0,1,1,-9.468368641772383,0,0.1419542897492647,1,-1,0,1,1
0,-6.794785443308052,0,0,1,0,1,7,-6.433258038231307,1,0.1187710966914892,0,-1,0,1,0
0,-8.696440583359324,1,0,0,1,0,48,-5.3795035453149085,0,1.1175870895385745e-07,0,-3,0,5,0
0,-6.256071788002225,0,0,1,0,1,20,-12.480630217277586,1,-0.1124291718006134,0,-1,0,1,0
0,-8.10697183227422,1,0,1,0,1,20,-10.806653783705913,0,-0.1164369769394397,0,-1,0,2,1
0,-6.794785443308052,1,0,1,0,1,3,-7.623405136480864,0,0.1533618383109569,0,-1,0,2,0
0,-8.473297032045114,1,0,0,1,0,3,-7.762131345982491,0,-0.0115703903138637,0,-3,1,2,0
0,-6.549269594239308,1,0,0,0,1,4,-10.360366681077494,0,-0.0080988900735974,0,-7,0,0,0
0,-8.10697183227422,1,0,1,0,0,9,-11.014293148484159,0,-0.0268678702414035,0,-1,0,2,0
0,-6.794785443308052,0,0,1,0,1,1,-9.222533679256102,0,0.0522659197449684,0,-1,0,1,0
0,-8.10697183227422,0,0,0,0,1,1,-12.192948144825804,0,0.1074824854731559,1,-3,0,1,0
0,-7.146302413206516,1,0,0,1,1,3,-8.115410700920085,0,0.0296829250010698,0,-6,0,3,0
0,-6.195253047967186,1,0,0,1,1,12,-9.89036305183176,0,0.0391698312315195,0,-3,0,0,0
0,-9.841572887662327,1,0,0,1,1,19,-11.78748303671764,0,0.1104482468518465,0,-8,0,0,0
0,-6.195253047967186,1,0,1,1,0,2,-9.59025845938142,0,0.0012642052024602,0,-1,0,2,0
0,-6.195253047967186,1,0,1,1,1,25,-11.094335856157695,0,0.0071626398411542,0,1,0,0,0
0,-10.534720068222272,1,0,0,1,0,26,-10.583510232391705,0,-0.0166274942457675,0,-3,0,0,0
0,-6.195253047967186,1,0,1,1,1,2,-8.467254717589151,0,0.2155163399875164,0,-1,0,5,0
0,-9.38958776391927,1,0,0,1,1,2,-6.573453486692192,0,-0.0094481892582923,0,-3,0,5,0
0,-8.348133889091107,1,0,0,1,0,7,-10.583510232391705,0,-0.0055031739175319,0,-5,0,0,0
0,-8.791750763163648,1,0,0,1,0,13,-6.203360357730682,0,-0.0149470418691635,0,-6,0,0,0
0,-9.275177412741526,1,0,0,1,0,22,-11.78748303671764,0,-0.0247947126626968,0,-9,0,0,0
0,-9.729094904235636,0,0,0,1,1,6,-7.17566830801088,1,-0.0386984199285507,0,-3,0,1,0
0,-9.627998787364268,1,0,0,1,0,20,-9.374549886554728,0,0.2850634902715683,0,-4,0,0,0
0,-9.94165634621931,1,0,0,1,0,12,-9.316562628904379,0,0.0449036043438165,0,-10,0,0,0
0,-6.256071788002225,1,0,0,1,1,12,-12.192948144825804,0,0.0516919121146202,0,-5,0,0,0
0,-6.549269594239308,1,0,0,1,0,19,-9.420359422586023,0,-0.0115708746016025,0,-3,0,2,0
0,-8.944513517716059,1,0,0,1,0,6,-11.276657412951648,0,-0.1007486302104742,0,-9,0,0,0
0,-6.256071788002225,0,0,1,1,1,9,-6.255411939743378,0,-0.0639661476016044,1,-1,0,1,0
0,-6.324357695868357,1,0,0,1,1,11,-9.38958776391927,0,-0.0947712510824203,0,-4,0,0,0
0,-6.794785443308052,1,0,0,1,1,6,-10.871192304843484,0,-0.0282632112503051,0,-11,0,0,0
0,-8.041908238927158,1,0,0,1,0,9,-7.786228897561551,0,-0.0471550412476062,0,-4,0,0,0
0,-7.623405136480864,1,0,1,1,1,5,-7.508504777943205,0,0.0219223797321319,0,-1,0,0,0
0,-7.623405136480864,1,0,1,1,0,2,-12.480630217277586,0,-0.0553758963942527,0,-1,0,0,0
0,-6.794785443308052,1,0,0,1,0,30,-5.810286461407363,0,-0.0049431025981903,0,-4,0,0,0
0,-6.195253047967186,1,0,1,1,1,5,-8.65198882078849,0,0.1185854263603687,0,-1,0,2,0
0,-8.041908238927158,1,0,0,1,1,16,-8.87876214015328,0,0.1467606946825981,0,-3,0,1,0
0,-8.65198882078849,1,0,0,1,1,8,-11.78748303671764,0,-0.0085815414786338,0,-14,0,0,0
0,-9.275177412741526,1,0,0,1,0,8,-6.2064961395413665,0,-0.1494379490613937,0,-6,0,0,0
0,-7.623405136480864,1,0,0,0,0,14,-10.534720068222272,0,0.0240719504654407,0,-3,0,8,1
