matrix_subject1v2,uid_idoc,uid_amp,position_matrix_verb,length_CC_onset,uid_var,length_matrix_verb_to_CC,subject_form_CC_subject1v2,uid_iphrase,subject_form_CC_subject1v3,frequency_CC_subject_head,genre,matrix_subject1v4,frequency_matrix_verb,matrix_subject1v3,that_omission,uid_avgStep,length_CC_remainder,uid_igauche2_2,uid_biggestStep,uid_jaeger,word_form_similarity,subject_form_CC_subject1v4
0,-0.141668239608407,0.0839287936687469,2,1,-50.11073531706309,-3,0,-0.0400682756329303,1,-11.78748303671764,1,1,-7.610534945960329,0,0,0.0002075111111387,0,-0.1230917330831289,0.212030854076147,2.972975286431375,0,0
0,0.0219162758740633,0.0,12,1,-1.6828553124820225,-3,0,0.008003774405965,1,-6.801595912310578,0,0,-8.041908238927158,0,0,0.0007122664509581,0,0.0224796757102012,0.0,2.07159836421881,0,0
0,0.0010112822055816,-0.0076017081737518,2,0,-0.1411711213383455,-4,0,0.0016185919309712,0,-6.255411939743378,1,0,-8.041908238927158,0,0,0.0005027243657217,0,0.0010112822055816,0.0148836597800254,2.07159836421881,0,1
0,-0.049711987376213,0.0007487162947654,22,0,0.7945913614551188,-4,0,-0.0411164569528423,0,-8.232134975228226,0,1,-8.688893377723941,0,0,0.0001302413013461,0,-0.0296540856361389,0.0,3.0985896589936988,0,1
0,-0.0269656870514154,0.0034401351585984,9,0,0.141618884486677,-5,0,-0.0313049811173825,0,-6.433258038231307,0,0,-8.041908238927158,1,0,0.0003436902147151,0,-0.0269656870514154,-0.1007899120450019,2.07159836421881,0,1
0,-0.048794962465763,-0.0030615925788879,4,0,0.5016518013568607,-1,0,-0.05939367005046,0,-9.571909320713225,1,1,-8.588809919166959,0,1,0.0024925555997327,0,0.048794962465763,-0.0144076198339462,3.6041382256588457,0,1
0,0.2172229196876287,-0.007389647886157,8,0,0.4481565943766021,-29,0,0.2025474014290338,0,-10.806653783705913,0,1,-6.195253047967186,0,0,0.0001696963234498,0,0.2172229196876287,-0.0026234835386276,1.5146925448447344,0,1
0,0.0606986824423074,0.0,10,0,0.1739821649027586,-3,0,0.0517049368902824,0,-11.382017928609475,1,1,-7.747360028662178,0,0,0.0013254642147909,0,0.0606986824423074,-0.0564621835947036,5.138735296723572,0,1
0,0.034140965000078,-0.0017398204654455,2,0,-1.0062478656956202,-24,0,-0.0160562356142102,0,-11.78748303671764,1,1,-7.146302413206516,0,0,0.0011443672400682,0,0.0383999422192573,-0.0192595273256301,2.19883358814192,0,1
0,-0.0637894868850708,0.0012636873871088,17,0,1.537413620869387,-3,0,-0.0022283119262393,0,-13.579242505945695,0,1,-6.324357695868357,0,0,-0.0001838310854509,0,0.0208455473184585,0.0396284367889165,4.952299717083292,0,1
