matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,uid_avgStep,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-6.195253047967186,0,0.0003256895675486,0,0,1,1,22,-13.579242505945695,0,1,-3,0,1,0
0,-9.452108120900602,1,0.0009960821450581,0,0,1,0,2,-5.3795035453149085,0,0,-3,0,1,0
0,-9.772580016175375,1,5.435086051207641e-06,0,0,1,0,4,-10.488200052587379,0,0,-4,0,0,0
0,-10.488200052587379,1,0.0002433739204509,0,0,1,0,10,-9.288783064797304,0,0,-8,0,0,0
0,-8.246523712680325,1,2.659001018804415e-05,0,0,1,0,24,-9.374549886554728,0,0,-3,0,0,0
0,-9.359734800769589,0,-0.0006629991122226,0,0,1,0,14,-13.579242505945695,0,1,-3,0,1,0
0,-6.195253047967186,1,0.0003842708142675,0,1,1,1,1,-8.659261580117569,0,0,-1,0,3,0
0,-9.222533679256102,0,0.0007145218712426,0,0,1,0,8,-5.3795035453149085,0,1,-3,0,1,0
0,-9.553890815210545,1,-0.0001409996519655,0,0,0,0,15,-11.181347233147324,0,0,-5,0,0,1
0,-9.374549886554728,1,-0.0003575788030767,0,0,1,0,14,-8.944513517716059,0,0,-4,0,0,0
0,-6.794785443308052,1,0.0010686630832737,0,0,1,1,10,-6.2064961395413665,0,0,-3,0,0,0
0,-6.195253047967186,1,2.681378186484705e-05,0,0,1,0,4,-6.255411939743378,0,0,-4,0,0,0
0,-6.794785443308052,0,0.0001109496610718,0,1,0,0,54,-6.801595912310578,0,1,-1,0,1,0
0,-8.86971230463336,1,4.772056915498682e-06,0,0,1,0,49,-8.10697183227422,0,0,-3,0,0,0
0,-9.94165634621931,1,-0.0001068573488908,0,0,1,1,15,-9.452108120900602,0,0,-3,0,0,0
0,-6.195253047967186,1,0.00118460993643,0,0,1,1,16,-8.246523712680325,0,0,-3,0,0,0
0,-9.627998787364268,1,0.0011761931259007,0,0,1,0,4,-9.172523258681442,0,0,-5,0,0,0
0,-9.841572887662327,1,0.0006970221568879,0,0,1,0,6,-9.915680859816048,0,0,-3,0,0,0
0,-6.256071788002225,0,0.0014776250657935,0,1,1,0,3,-7.623405136480864,0,1,-1,0,1,0
0,-6.195253047967186,0,0.0004448322028729,0,0,1,1,23,-10.082734944479215,0,1,-3,0,1,0
0,-6.256071788002225,1,-0.0002488763610783,0,0,1,0,12,-9.23543708409201,0,0,-4,0,0,0
0,-8.791750763163648,0,0.0003410809243108,0,0,1,1,10,-7.45455911505149,0,0,-3,0,1,0
0,-9.553890815210545,1,0.0011582824091116,0,1,1,0,1,-7.169067623979528,0,0,-1,0,1,0
0,-6.195253047967186,1,0.0019709374902865,0,0,0,0,2,-8.954269692661423,0,0,-3,0,8,1
0,-9.101905691467488,1,-3.629343584179903e-05,0,0,1,0,19,-11.181347233147324,0,0,-4,0,0,0
0,-9.865670439241386,1,6.0569382075107456e-05,0,0,1,1,25,-13.579242505945695,0,0,-3,0,0,0
0,-9.865670439241386,1,-0.0001772440029214,0,0,0,1,3,-8.241704426244377,0,0,-3,0,0,1
0,-9.468368641772383,1,0.0004033240767424,0,1,1,1,3,-9.7506011094566,0,0,6,0,0,0
0,-8.516647472918727,0,0.0230188082903623,0,1,0,1,1,-6.255411939743378,0,1,-1,0,1,1
1,-6.256071788002225,1,0.001438774535376,0,0,0,0,1,-9.23543708409201,0,0,-7,0,0,0
0,-10.360366681077494,0,-0.0011065314739834,0,0,1,0,3,-6.794785443308052,0,0,-3,0,1,0
0,-6.195253047967186,1,-0.0001452894930756,0,0,1,1,4,-11.276657412951648,0,0,-4,0,0,0
0,-8.467254717589151,1,-5.528287121838208e-05,0,0,1,1,43,-9.995723567489584,0,0,-4,0,0,0
0,-9.553890815210545,1,0.0024170020404152,0,0,1,1,4,-9.436107779554161,0,0,-4,0,0,0
0,-8.516647472918727,0,0.0048450680280273,0,1,0,1,1,-5.3795035453149085,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0004495737533415,0,1,1,1,12,-6.255411939743378,0,0,2,0,0,0
0,-5.3795035453149085,1,0.0004197923989281,0,1,0,0,4,-7.344831780227323,0,0,-1,0,5,1
0,-9.795052872027433,1,0.0041366822678934,0,0,1,0,2,-6.2064961395413665,0,0,-3,0,0,0
0,-6.256071788002225,1,0.0009855669147024,0,0,1,0,13,-9.209794653478673,0,0,-17,0,0,0
0,-6.256071788002225,0,-0.0196942803760369,0,1,1,1,2,-6.794785443308052,0,1,-1,0,1,0
0,-8.516647472918727,0,0.0021906317665408,0,1,1,1,0,-8.609429206369693,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0003103542515045,0,0,1,0,21,-8.167596454090654,0,0,-17,0,0,0
0,-7.146302413206516,1,-0.0002139158767138,0,0,1,1,12,-6.855410065124486,0,0,-4,0,0,0
0,-6.203360357730682,0,-6.909377821408269e-05,0,1,1,0,16,-8.098603582603703,0,1,-1,0,1,0
0,-6.256071788002225,1,9.252116714994756e-05,0,1,1,0,3,-6.518766139945893,0,0,2,0,0,0
0,-9.865670439241386,1,0.0009572655863392,0,0,1,0,15,-5.810286461407363,0,0,-3,0,8,0
0,-7.146302413206516,1,0.0004945365436468,0,0,1,0,8,-8.609429206369693,0,0,-8,0,2,0
0,-8.516647472918727,1,0.001575697589946,0,0,0,0,2,-6.255411939743378,0,0,-11,0,0,0
0,-10.145255301460548,1,2.7159288395817984e-05,0,0,1,0,24,-6.751613271442842,0,0,-3,0,1,0
0,-7.829849520037441,1,0.0008089101517244,0,0,1,0,1,-11.633332356890381,0,0,-4,0,0,0
0,-7.146302413206516,1,0.0005065123620512,0,0,1,0,5,-11.382017928609475,0,0,-4,0,0,0
0,-6.195253047967186,1,-0.0006195799973995,0,0,1,0,11,-10.488200052587379,0,0,-7,0,0,0
0,-7.829849520037441,1,0.00134193490852,0,0,1,0,3,-5.3795035453149085,0,0,-3,0,1,0
0,-9.275177412741526,0,0.0030248935541345,0,1,0,1,1,-7.623405136480864,0,1,-1,0,1,0
0,-6.549269594239308,0,0.0107470438900319,0,1,1,0,6,-8.348133889091107,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0007992028076951,0,1,1,0,26,-8.045853017218175,0,0,3,0,0,0
0,-6.549269594239308,1,-6.676627127754145e-05,0,1,1,1,20,-5.3795035453149085,0,0,-1,0,1,0
0,-8.516647472918727,0,0.0145722042769193,0,1,1,0,0,-6.855410065124486,0,1,-1,0,1,0
0,-6.794785443308052,0,-3.261080657949306e-05,0,1,1,1,3,-11.014293148484159,0,1,-1,0,1,0
0,-9.995723567489584,1,0.0013471409700244,0,1,1,0,13,-11.78748303671764,0,0,-1,0,2,0
0,-6.195253047967186,1,0.0045265174160401,0,1,1,1,1,-10.443748290016545,0,0,-1,0,2,0
0,-8.251366337156114,1,-0.0005720778735298,0,0,1,1,3,-5.810286461407363,0,0,-3,0,5,0
0,-8.473297032045114,1,0.0009573652984245,0,0,0,1,1,-10.534720068222272,0,0,-5,0,0,0
0,-6.256071788002225,1,0.0003185655005316,0,0,1,1,17,-12.88609532538575,0,0,-5,0,0,0
0,-6.256071788002225,1,0.0001057602281941,0,1,0,0,31,-6.518766139945893,0,0,2,0,0,0
0,-8.516647472918727,0,-0.000260976764063,0,1,1,1,0,-8.057781588083449,0,1,-1,0,1,0
0,-8.516647472918727,0,0.0001462406168381,0,1,1,1,0,-7.744431768883089,0,1,-1,0,1,0
0,-6.256071788002225,1,5.93115763348551e-05,0,1,1,0,18,-6.255411939743378,0,0,1,0,0,0
0,-8.791750763163648,1,0.0013842611206751,0,0,1,1,2,-10.634803526779255,0,0,-4,0,0,0
0,-8.285937681221203,1,-0.0003388872370123,0,1,1,0,2,-13.579242505945695,0,0,-1,0,0,0
0,-6.549269594239308,1,0.0042718780250885,0,1,1,0,1,-8.057781588083449,0,0,-1,0,0,0
0,-6.549269594239308,1,0.0005885027227253,0,1,1,0,6,-7.344831780227323,0,0,-1,0,1,0
0,-5.3795035453149085,1,0.0021594814956188,0,1,1,0,0,-8.673967727507264,0,0,-1,0,3,0
0,-5.3795035453149085,0,0.0009977833212663,0,1,1,0,7,-12.480630217277586,0,1,-1,0,2,0
0,-6.2064961395413665,0,0.0025096074951922,0,1,1,1,9,-7.437205100358338,0,1,-1,0,1,0
0,-9.7506011094566,0,0.0003167575033491,0,0,1,0,3,-5.3795035453149085,0,1,-3,0,1,0
0,-6.855410065124486,1,-0.0002589693054174,0,0,0,0,2,-5.810286461407363,0,0,-7,0,17,1
0,-6.256071788002225,1,-0.004323059775763,0,1,1,1,3,-9.553890815210545,0,0,2,0,0,0
0,-8.767058150573277,1,0.0003260827539099,0,0,1,1,5,-12.192948144825804,0,0,-14,0,0,0
0,-9.07943283561543,1,-0.0001865415211348,0,0,1,1,1,-8.246523712680325,0,0,-5,0,0,0
0,-8.767058150573277,0,0.0004349756328498,0,0,1,0,13,-8.467254717589151,1,0,-3,0,1,0
0,-10.023894444456282,1,-0.0002850905811,0,0,1,1,25,-6.801595912310578,0,0,-3,0,11,0
0,-7.437205100358338,1,0.0016946075927643,0,1,0,0,15,-6.801595912310578,0,0,-1,0,1,1
0,-8.791750763163648,1,0.0002826958802257,0,0,1,0,32,-8.41445653202218,0,0,-3,0,10,0
0,-7.762131345982491,0,-2.046472183903948e-05,0,1,1,1,2,-5.3795035453149085,0,1,-1,0,1,0
0,-6.794785443308052,0,0.0016648058864203,0,1,1,0,4,-8.659261580117569,0,0,-1,0,1,0
0,-6.794785443308052,0,0.0010821473681264,0,1,0,0,1,-8.659261580117569,0,0,-1,0,1,1
0,-6.256071788002225,0,1.4779242602262418e-06,0,1,0,0,28,-10.583510232391705,0,0,-1,0,1,0
0,-7.146302413206516,1,-0.0003404204760664,0,0,1,0,16,-5.975344537423814,0,0,-4,0,0,0
0,-6.256071788002225,0,0.0018712804963191,0,1,0,0,1,-5.810286461407363,0,1,-1,0,1,0
0,-6.195253047967186,0,0.000550695336782,0,1,0,1,1,-9.468368641772383,0,1,-1,0,1,1
0,-6.794785443308052,0,0.0001573856461091,0,1,0,1,7,-6.433258038231307,1,0,-1,0,1,0
0,-8.696440583359324,1,4.693839323002976e-05,0,0,1,0,48,-5.3795035453149085,0,0,-3,0,5,0
0,-6.256071788002225,0,-0.000141125476131,0,1,0,1,20,-12.480630217277586,1,0,-1,0,1,0
0,-8.10697183227422,1,0.0005767588207328,0,1,0,1,20,-10.806653783705913,0,0,-1,0,2,1
0,-6.794785443308052,1,9.518591613168746e-06,0,1,0,1,3,-7.623405136480864,0,0,-1,0,2,0
0,-8.473297032045114,1,-6.617548752877551e-06,0,0,1,0,3,-7.762131345982491,0,0,-3,1,2,0
0,-6.549269594239308,1,0.0016625102106777,0,0,0,1,4,-10.360366681077494,0,0,-7,0,0,0
0,-8.10697183227422,1,-0.0002189389248264,0,1,0,0,9,-11.014293148484159,0,0,-1,0,2,0
0,-6.794785443308052,0,-0.0006415555557978,0,1,0,1,1,-9.222533679256102,0,0,-1,0,1,0
0,-8.10697183227422,0,-7.355866643289719e-05,0,0,0,1,1,-12.192948144825804,0,1,-3,0,1,0
0,-7.146302413206516,1,-0.0005470825465841,0,0,1,1,3,-8.115410700920085,0,0,-6,0,3,0
0,-6.195253047967186,1,0.0007995926319652,0,0,1,1,12,-9.89036305183176,0,0,-3,0,0,0
0,-9.841572887662327,1,0.0006767591431496,0,0,1,1,19,-11.78748303671764,0,0,-8,0,0,0
0,-6.195253047967186,1,0.0043826786739587,0,1,1,0,2,-9.59025845938142,0,0,-1,0,2,0
0,-6.195253047967186,1,0.0008133863368812,0,1,1,1,25,-11.094335856157695,0,0,1,0,0,0
0,-10.534720068222272,1,8.085760415769104e-05,0,0,1,0,26,-10.583510232391705,0,0,-3,0,0,0
0,-6.195253047967186,1,0.0010772369449817,0,1,1,1,2,-8.467254717589151,0,0,-1,0,5,0
0,-9.38958776391927,1,0.0015245341818387,0,0,1,1,2,-6.573453486692192,0,0,-3,0,5,0
0,-8.348133889091107,1,0.0006971813786281,0,0,1,0,7,-10.583510232391705,0,0,-5,0,0,0
0,-8.791750763163648,1,0.0002636184455246,0,0,1,0,13,-6.203360357730682,0,0,-6,0,0,0
0,-9.275177412741526,1,9.769048392399211e-05,0,0,1,0,22,-11.78748303671764,0,0,-9,0,0,0
0,-9.729094904235636,0,0.000106907227578,0,0,1,1,6,-7.17566830801088,1,0,-3,0,1,0
0,-9.627998787364268,1,0.0007092617944907,0,0,1,0,20,-9.374549886554728,0,0,-4,0,0,0
0,-9.94165634621931,1,-0.0008442945359949,0,0,1,0,12,-9.316562628904379,0,0,-10,0,0,0
0,-6.256071788002225,1,-0.0008357903880982,0,0,1,1,12,-12.192948144825804,0,0,-5,0,0,0
0,-6.549269594239308,1,0.0001806984315552,0,0,1,0,19,-9.420359422586023,0,0,-3,0,2,0
0,-8.944513517716059,1,-0.000516666462371,0,0,1,0,6,-11.276657412951648,0,0,-9,0,0,0
0,-6.256071788002225,0,-0.0006249119838078,0,1,1,1,9,-6.255411939743378,0,1,-1,0,1,0
0,-6.324357695868357,1,2.6092480913411653e-05,0,0,1,1,11,-9.38958776391927,0,0,-4,0,0,0
0,-6.794785443308052,1,2.036759769728064e-05,0,0,1,1,6,-10.871192304843484,0,0,-11,0,0,0
0,-8.041908238927158,1,0.0001945617554063,0,0,1,0,9,-7.786228897561551,0,0,-4,0,0,0
0,-7.623405136480864,1,-0.0034482360650331,0,1,1,1,5,-7.508504777943205,0,0,-1,0,0,0
0,-7.623405136480864,1,0.0014588906296661,0,1,1,0,2,-12.480630217277586,0,0,-1,0,0,0
0,-6.794785443308052,1,0.0001413448768503,0,0,1,0,30,-5.810286461407363,0,0,-4,0,0,0
0,-6.195253047967186,1,0.0004100414384312,0,1,1,1,5,-8.65198882078849,0,0,-1,0,2,0
0,-8.041908238927158,1,0.0002100418144156,0,0,1,1,16,-8.87876214015328,0,0,-3,0,1,0
0,-8.65198882078849,1,0.0006544292105922,0,0,1,1,8,-11.78748303671764,0,0,-14,0,0,0
0,-9.275177412741526,1,-3.981892924524288e-05,0,0,1,0,8,-6.2064961395413665,0,0,-6,0,0,0
0,-7.623405136480864,1,0.0006771530069056,0,0,0,0,14,-10.534720068222272,0,0,-3,0,8,1
0,-6.794785443308052,1,-6.11560904072491e-05,0,0,0,0,1,-6.2064961395413665,0,0,-4,0,0,0
0,-6.195253047967186,1,-2.6266943467290887e-05,0,0,1,0,13,-9.647416873221369,0,0,-5,0,0,0
0,-8.473297032045114,1,0.0003077784049495,0,1,0,1,40,-6.518766139945893,0,0,2,0,0,0
0,-6.256071788002225,1,0.0001231446304327,0,1,1,1,3,-6.518766139945893,0,0,2,0,0,0
0,-6.195253047967186,1,0.000259372148239,0,0,1,1,2,-12.480630217277586,0,0,-3,0,6,0
0,-7.623405136480864,0,5.942867522226031e-06,0,1,0,1,18,-5.3795035453149085,1,0,-1,0,1,1
0,-8.285937681221203,1,6.07142293894726e-05,0,0,1,0,9,-9.302576386929639,0,0,-4,0,0,0
0,-9.07943283561543,1,3.61651349980556e-05,0,0,1,0,0,-8.588809919166959,0,0,-5,0,0,0
0,-10.145255301460548,1,0.0007182009611112,0,0,1,1,15,-10.24703799577049,0,0,-5,0,0,0
0,-7.623405136480864,0,-0.0002493625285891,0,0,0,1,10,-11.499800964265859,1,0,-3,0,1,1
0,-9.38958776391927,1,0.0024652476267268,0,0,0,1,4,-11.014293148484159,0,0,-4,0,0,1
0,-9.275177412741526,1,0.0002400242747404,0,0,1,1,0,-5.3795035453149085,0,0,-3,0,3,0
0,-7.623405136480864,1,0.0015447501677508,0,0,0,1,1,-11.499800964265859,0,0,-3,0,2,1
0,-7.623405136480864,1,-9.633951169641872e-05,0,0,0,0,1,-5.3795035453149085,0,0,-19,0,0,1
0,-8.86971230463336,0,0.0007870143683499,0,0,1,0,11,-8.090304779789008,0,1,-3,0,1,0
0,-6.256071788002225,1,0.0004172964518268,0,0,0,1,1,-9.536191238111144,0,0,-4,0,0,1
0,-6.256071788002225,0,-0.0038834854605652,0,0,0,0,2,-7.762131345982491,0,1,-3,0,1,1
0,-6.256071788002225,0,0.0004540914500301,0,0,0,0,5,-7.762131345982491,0,1,-3,0,1,1
0,-7.437205100358338,0,0.0001945237291383,0,0,1,0,9,-5.810286461407363,0,1,-3,0,1,0
0,-9.468368641772383,0,0.0006149406814812,0,0,0,0,13,-5.3795035453149085,0,1,-3,0,1,1
0,-6.549269594239308,0,0.0005114168831796,0,1,1,0,17,-5.810286461407363,0,1,-1,0,1,0
0,-8.285937681221203,1,-0.0034308691021232,0,0,0,0,1,-7.146302413206516,0,0,-5,0,0,1
0,-9.23543708409201,0,-0.0001051807985517,0,1,1,1,15,-6.926379476592348,0,1,-1,0,1,0
0,-6.256071788002225,0,-0.0002333351721366,0,1,1,1,15,-5.810286461407363,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0004447267326728,0,0,1,0,9,-5.3795035453149085,0,0,-3,0,1,0
0,-10.082734944479215,1,0.0005138267558093,0,0,1,0,1,-8.964121989104436,0,0,-3,0,4,0
0,-6.256071788002225,1,0.0002507098959727,0,0,1,1,11,-8.431748029132242,0,0,-3,0,0,0
0,-8.041908238927158,1,-0.0016471978121747,0,0,1,0,6,-5.810286461407363,0,0,-3,0,3,0
0,-7.623405136480864,0,0.0009540403065712,0,0,0,0,1,-5.810286461407363,0,1,-3,0,1,1
0,-10.283405639941366,1,0.0011724778055365,0,0,1,1,6,-8.473297032045114,0,0,-4,0,0,0
0,-8.473297032045114,1,-5.920301055350498e-05,0,1,1,1,10,-11.276657412951648,0,0,-1,0,2,0
0,-8.767058150573277,0,-0.0033375948490131,0,0,1,0,2,-6.203360357730682,0,1,-6,0,1,0
0,-6.794785443308052,0,0.0005744706701349,0,1,1,0,11,-5.810286461407363,0,1,-1,0,1,0
0,-7.623405136480864,0,0.0007464444264769,0,1,0,1,9,-7.344831780227323,0,1,-1,0,1,1
0,-6.256071788002225,1,-7.450208067893635e-06,0,0,0,0,8,-8.87876214015328,0,0,-4,0,2,1
0,-8.688893377723941,1,0.0003208854271994,0,0,1,1,4,-8.82565231483933,0,0,-3,0,0,0
0,-8.10697183227422,1,0.0006159931062695,0,1,0,1,4,-8.090304779789008,0,0,-1,0,2,1
0,-8.10697183227422,1,0.0004799794728234,0,1,1,1,8,-10.488200052587379,0,0,-1,0,2,0
0,-6.195253047967186,1,0.000916417075313,0,0,1,1,4,-7.807801382815679,0,0,-10,0,0,0
0,-6.256071788002225,0,0.0035090780619419,0,0,0,0,6,-5.810286461407363,0,1,-3,0,1,1
0,-6.195253047967186,0,0.0003373161135684,0,1,1,1,8,-6.549269594239308,0,0,-1,0,1,0
0,-6.256071788002225,0,0.0004116504934135,0,0,0,1,9,-6.256071788002225,0,1,-3,0,1,1
0,-9.23543708409201,1,-0.0049776687032797,0,1,1,0,3,-6.926379476592348,0,0,-1,0,2,0
0,-7.610534945960329,0,0.0013034967466806,0,1,1,0,4,-9.302576386929639,0,0,-1,0,1,0
0,-7.437205100358338,1,0.0002533842024265,0,0,0,0,18,-11.499800964265859,0,0,-3,0,0,0
0,-8.696440583359324,1,0.0021313143729725,0,0,1,1,4,-8.87876214015328,0,0,-7,0,3,0
0,-8.041908238927158,1,0.0055314142670896,0,0,0,1,1,-5.810286461407363,0,0,-3,0,2,1
0,-6.195253047967186,1,0.0023958507866374,0,0,0,0,4,-12.480630217277586,0,0,-4,0,0,1
0,-11.014293148484159,0,-0.0018648070593674,0,0,1,1,2,-6.801595912310578,0,1,-3,0,1,0
0,-6.794785443308052,1,0.0006292113520675,0,0,1,0,15,-10.746029161889478,0,0,-8,0,0,0
0,-7.146302413206516,1,-0.0006721910352339,0,0,1,0,3,-6.8422755479438395,0,0,-5,0,0,0
0,-7.146302413206516,1,0.000385702294754,0,0,1,1,3,-13.579242505945695,0,0,-7,0,0,0
0,-8.285937681221203,1,-0.000443397410294,0,0,1,1,3,-11.014293148484159,0,0,-3,0,2,0
0,-6.549269594239308,1,-0.001930927298963,0,0,1,1,3,-8.041908238927158,0,0,-9,0,0,0
0,-9.172523258681442,1,0.0005026832360784,0,0,1,1,13,-12.192948144825804,0,0,-5,0,0,0
0,-10.145255301460548,1,0.000348844619728,0,0,1,1,20,-9.374549886554728,0,0,-3,0,2,0
0,-6.195253047967186,0,0.0003186123726884,0,1,1,1,7,-12.88609532538575,0,1,-1,0,1,0
0,-7.437205100358338,1,0.0005669252259686,0,0,0,1,23,-9.536191238111144,0,0,-4,0,0,0
1,-6.256071788002225,1,-0.0071061195707634,0,0,0,0,1,-8.437578949443035,0,0,-5,0,0,0
0,-7.623405136480864,1,0.000363271703165,0,0,0,1,3,-8.241704426244377,0,0,-4,0,0,1
0,-9.94165634621931,1,3.605964457431034e-05,0,0,1,1,8,-10.488200052587379,0,0,-4,0,0,0
0,-9.468368641772383,1,0.0003841569666903,0,1,1,1,4,-5.810286461407363,0,0,-1,0,2,0
0,-8.041908238927158,0,-0.0004677222852887,0,1,1,1,79,-8.251366337156114,0,1,-1,0,1,0
0,-8.944513517716059,0,8.895345950493965e-05,0,1,0,1,39,-8.285937681221203,0,1,-1,0,2,0
0,-6.256071788002225,0,-0.0005024432682265,0,1,1,1,12,-6.203360357730682,0,0,-1,0,1,0
0,-8.285937681221203,1,-0.0007732529193162,0,1,0,1,2,-5.810286461407363,0,0,-1,0,11,0
0,-6.195253047967186,0,0.0001103428897174,0,0,1,1,11,-7.437205100358338,0,0,-3,0,1,0
0,-8.467254717589151,1,-0.0022415318782185,0,1,1,1,1,-5.3795035453149085,0,0,-1,0,2,0
0,-9.59025845938142,1,-0.0006026677689269,0,0,0,1,1,-11.78748303671764,0,0,-3,0,0,0
0,-10.534720068222272,1,-0.0001233522385895,0,0,1,0,47,-11.276657412951648,0,0,-4,0,0,0
0,-9.275177412741526,1,0.0011288613121915,0,1,0,0,1,-5.810286461407363,0,0,-1,0,2,0
0,-8.041908238927158,1,0.0027716285367677,0,0,1,0,3,-9.915680859816048,0,0,-5,0,0,0
0,-8.251366337156114,1,0.0001896573522491,0,0,1,1,11,-6.255411939743378,0,0,-3,0,0,0
0,-6.256071788002225,1,0.0011202723657091,0,0,0,1,1,-5.3795035453149085,0,0,-3,0,2,1
0,-9.995723567489584,1,0.0042151866593595,0,0,1,1,2,-9.275177412741526,0,0,-8,0,0,0
0,-7.829849520037441,1,-0.0016073581797105,0,0,1,0,7,-8.041908238927158,0,0,-3,0,3,0
0,-8.041908238927158,1,-0.0005405490894263,0,0,1,0,12,-8.944513517716059,0,0,-6,0,0,0
0,-8.86971230463336,1,0.0015312642912919,0,0,1,0,12,-8.595635884237359,0,0,-4,0,0,0
0,-8.86971230463336,1,0.001127940333879,0,0,0,1,5,-6.433258038231307,0,0,-6,0,0,1
0,-6.195253047967186,1,0.001184272149158,0,0,1,1,2,-9.374549886554728,0,0,-3,0,0,0
0,-11.014293148484159,1,0.0018364275009303,0,0,0,0,4,-10.634803526779255,0,0,-17,0,0,0
0,-8.86971230463336,0,-0.0025608477254326,0,0,1,1,6,-5.3795035453149085,0,1,-3,0,1,0
0,-9.772580016175375,1,0.0014513916702884,0,0,1,1,2,-5.810286461407363,0,0,-2,0,0,0
0,-7.437205100358338,1,-0.0046841689873309,0,0,0,0,1,-7.747360028662178,0,0,-3,0,2,1
0,-9.59025845938142,1,-0.0019204684932317,0,0,1,1,5,-12.88609532538575,0,0,-11,0,0,0
0,-9.59025845938142,1,-0.003973364862695,0,0,1,1,4,-8.181079804427942,0,0,-5,0,0,0
0,-6.549269594239308,1,-0.007465562429279,0,0,1,0,2,-10.178045124283539,0,0,-3,0,4,0
0,-8.516647472918727,1,0.0008860444472659,0,0,0,0,1,-10.21194667595922,0,0,-7,0,0,0
0,-8.041908238927158,1,7.67618876652441e-05,0,0,0,1,10,-7.623405136480864,0,0,-3,0,1,0
0,-8.516647472918727,1,-0.0006147132402187,0,0,0,0,2,-9.667219500517549,0,0,-3,0,0,0
0,-7.437205100358338,1,0.0009857244241289,0,0,0,1,5,-10.940185176330436,0,0,-5,0,0,0
1,-6.256071788002225,1,0.0012414512709218,0,0,0,1,1,-8.111182364810563,0,0,-8,0,0,0
0,-6.256071788002225,0,-0.0041818389219964,0,0,0,0,1,-8.227384372469627,0,1,-5,1,13,1
0,-6.256071788002225,1,0.0003730043957846,0,0,0,1,1,-5.810286461407363,0,0,-3,0,8,1
0,-8.251366337156114,1,-1.5481041842385374e-05,0,0,0,1,1,-5.810286461407363,0,0,-9,0,9,0
0,-8.041908238927158,0,-3.765682248692975e-05,0,0,0,1,12,-5.810286461407363,0,1,-3,0,1,0
0,-5.810286461407363,1,0.0031242763131727,0,1,0,1,15,-11.276657412951648,0,0,4,0,0,1
0,-6.256071788002225,1,-0.0032410818906057,0,0,0,0,2,-10.534720068222272,0,0,-9,0,0,1
0,-6.195253047967186,0,-0.0001256004306655,0,1,1,1,24,-7.146302413206516,0,0,-1,0,1,0
0,-8.944513517716059,0,0.0026497123899924,0,1,0,1,1,-6.195253047967186,0,1,-1,0,1,0
1,-6.324357695868357,0,0.0001481360443617,0,1,0,1,41,-8.041908238927158,0,1,-1,0,1,0
0,-6.195253047967186,0,-0.0001201068827261,0,1,0,0,1,-6.794785443308052,0,0,-1,0,1,1
0,-6.256071788002225,0,-0.0047127645224881,0,1,1,1,17,-6.60476359492065,0,1,-1,0,1,0
0,-8.136824795423902,0,-1.7939532124290614e-06,0,0,0,1,21,-6.255411939743378,0,1,-4,0,1,1
0,-6.195253047967186,1,-1.5706677868516732e-05,0,1,1,1,19,-13.579242505945695,0,0,-1,0,2,0
0,-6.549269594239308,1,4.104025757465605e-05,0,1,0,1,4,-5.810286461407363,0,0,-1,0,3,0
0,-8.10697183227422,1,0.0005707112277111,0,1,1,1,3,-13.579242505945695,0,0,-1,0,0,0
0,-6.195253047967186,1,-3.020619718177749e-05,0,0,1,0,6,-13.579242505945695,0,0,-9,0,0,0
0,-9.468368641772383,1,0.0003083006135727,0,0,1,0,9,-9.915680859816048,0,0,-6,0,0,0
0,-8.473297032045114,1,-0.0053928509549377,0,0,1,0,5,-5.810286461407363,0,0,-3,0,8,0
0,-6.256071788002225,0,0.0003279712965962,0,1,0,1,1,-5.810286461407363,1,0,-1,0,1,1
0,-6.855410065124486,0,1.0931424987621749e-05,0,0,1,1,4,-9.222533679256102,0,1,-3,0,1,0
0,-6.2064961395413665,1,-7.592456391717879e-06,0,0,1,0,28,-10.052881981329532,0,0,-4,0,0,0
0,-6.195253047967186,0,-0.00019799683493,0,1,1,0,3,-5.810286461407363,0,1,-1,0,1,0
0,-5.810286461407363,0,0.0006151936815779,0,1,0,1,1,-5.810286461407363,1,0,-1,0,1,1
0,-8.10697183227422,1,0.013321082506861,0,1,1,0,4,-5.810286461407363,0,0,-1,0,3,0
0,-6.433258038231307,1,0.0007304026870242,0,0,1,0,9,-13.579242505945695,0,0,-4,0,0,0
1,-6.794785443308052,1,0.0001001185971786,0,1,0,0,49,-5.810286461407363,0,0,-1,0,12,0
1,-6.794785443308052,0,0.0007237356328047,0,1,0,1,1,-5.810286461407363,0,1,-1,0,21,0
0,-6.195253047967186,1,0.0008488204832824,0,1,0,1,1,-5.810286461407363,0,0,-1,0,20,1
0,-6.195253047967186,0,0.0003092954847735,0,0,0,0,22,-6.794785443308052,0,1,-3,0,1,1
0,-5.810286461407363,1,5.45859707113054e-05,0,1,1,0,2,-7.17566830801088,0,0,-1,0,1,0
0,-8.251366337156114,0,-4.813511842402876e-05,0,1,1,1,10,-7.587777958837713,0,1,-1,0,1,0
