matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,uid_var,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-10.283405639941366,1,0,0,0,1,1,0.3190232452785828,-9.436107779554161,0,0,-5,0,0,1
0,-6.256071788002225,0,0,0,1,0,10,-0.4212716698007419,-5.3795035453149085,0,1,-4,0,1,0
0,-9.468368641772383,0,0,0,1,0,3,0.9077807795075614,-7.762131345982491,0,1,-3,0,1,0
0,-6.855410065124486,0,0,1,1,1,3,1.0054809360226962,-9.014894314477859,0,1,-1,0,1,0
0,-6.794785443308052,0,0,0,1,1,15,0.0277561811123998,-6.60476359492065,0,0,-18,0,1,0
0,-9.667219500517549,1,0,0,1,1,18,0.3634056388239965,-7.508504777943205,0,0,-5,0,0,0
0,-6.748368271299515,1,0,0,1,0,27,0.2079241003689951,-11.969804593511594,0,0,-7,0,0,0
0,-9.627998787364268,1,0,0,1,0,8,-0.7879301412699817,-8.609429206369693,0,0,-4,0,0,0
0,-7.829849520037441,1,0,1,1,1,2,-0.849316055171947,-10.178045124283539,0,0,-1,0,1,0
0,-6.549269594239308,1,0,1,1,1,22,0.3542944941474673,-11.78748303671764,0,0,-1,0,1,0
0,-6.549269594239308,1,0,1,1,0,13,0.6428431023280758,-9.729094904235636,0,0,7,0,0,0
0,-6.794785443308052,1,0,1,1,0,12,1.139561746325512,-5.810286461407363,0,0,-1,0,2,0
1,-6.195253047967186,0,0,1,0,1,1,1.0773131338210735,-6.2064961395413665,0,1,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,3,-0.7145666903009626,-8.623415448344433,0,0,-5,0,0,0
0,-8.516647472918727,0,0,1,0,0,1,70.5859898935552,-6.8422755479438395,0,1,-1,0,1,0
0,-6.794785443308052,1,0,0,1,1,3,4.353902712476561,-10.283405639941366,0,0,-4,0,0,0
0,-6.195253047967186,1,0,1,1,0,15,-0.4349102089242969,-7.45455911505149,0,0,-1,0,0,0
0,-9.94165634621931,1,0,0,1,0,8,0.3660142295503483,-7.829849520037441,0,0,-9,0,0,0
0,-6.195253047967186,0,0,1,1,1,6,0.8161259543869441,-5.3795035453149085,0,1,-1,0,1,0
0,-9.553890815210545,1,0,0,1,0,10,0.3475919679124395,-5.3795035453149085,0,0,-3,0,1,0
0,-9.553890815210545,1,0,0,1,0,14,0.3079747904444243,-10.052881981329532,0,0,-6,0,0,0
0,-8.251366337156114,1,0,1,1,1,3,5.657428485219647,-5.3795035453149085,0,0,-1,0,4,0
0,-6.794785443308052,1,0,0,0,1,3,-0.9720620204586083,-9.184793351273257,0,0,-17,0,0,0
0,-7.146302413206516,1,0,0,0,0,3,-3.152336349687932,-11.633332356890381,0,0,-6,0,0,1
0,-6.195253047967186,1,0,1,0,1,3,-1.447623789709933,-6.926379476592348,0,0,-1,0,0,0
0,-6.195253047967186,0,0,1,1,0,2,-7.116119832618736,-6.801595912310578,0,1,-1,0,1,0
0,-6.195253047967186,1,0,0,0,1,16,-14.684927299539297,-5.810286461407363,0,0,-4,0,2,1
0,-6.256071788002225,1,0,1,1,1,2,-1.467644086751072,-7.437205100358338,0,0,3,0,0,0
0,-8.10697183227422,1,0,1,1,1,4,-19.14504653787543,-9.330747263896336,0,0,-1,0,1,0
0,-8.041908238927158,1,0,0,0,0,22,0.2921591844267794,-7.146302413206516,0,0,-4,0,0,1
0,-9.275177412741526,1,0,0,1,1,12,4.044176828620003,-10.40118867559775,0,0,-3,0,0,0
0,-6.549269594239308,1,0,1,1,0,6,-4.091979131214696,-8.194747443156606,0,0,-1,0,2,0
0,-6.256071788002225,1,0,0,0,1,4,1.687041448082777,-8.616397875685788,0,0,-4,0,0,1
0,-8.285937681221203,1,0,1,0,1,1,2.6742869755253764,-7.437205100358338,0,0,-1,0,0,1
0,-8.251366337156114,1,0,1,1,1,13,-0.8491009460884662,-11.499800964265859,0,0,-1,0,0,0
0,-9.59025845938142,1,0,0,1,1,4,-0.4053846359098365,-8.964121989104436,0,0,-3,0,3,0
0,-8.285937681221203,0,0,0,0,0,2,0.8719364710387936,-8.261122512101478,0,1,-3,0,1,1
0,-7.437205100358338,1,0,0,0,1,1,-10.515709890030855,-11.276657412951648,0,0,-4,0,0,1
0,-9.94165634621931,1,0,0,0,0,3,-0.9693429744829132,-11.499800964265859,0,0,-4,0,0,1
0,-6.195253047967186,0,0,1,0,0,22,0.156682357049732,-6.60476359492065,0,1,-1,0,1,0
1,-6.195253047967186,1,0,1,0,1,14,1.6315079288697127,-12.88609532538575,0,0,-1,0,0,0
0,-7.146302413206516,1,0,0,0,0,19,-0.4021889532317502,-6.433258038231307,0,0,-4,0,0,0
0,-8.285937681221203,0,0,1,1,1,0,-0.1275169573606334,-5.3795035453149085,0,1,-1,0,1,0
0,-6.256071788002225,1,0,0,0,1,1,1.5715527335046635,-6.73549255693947,0,0,-5,0,0,1
0,-8.10697183227422,0,0,1,1,0,23,2.9086484749167383,-10.082734944479215,0,1,-1,0,1,0
0,-6.256071788002225,1,0,0,1,0,0,-0.2934253639919646,-7.524803159676324,0,0,-4,0,0,0
0,-6.549269594239308,1,0,1,1,1,1,1.5229168749593107,-8.090304779789008,0,0,-1,0,2,0
0,-6.549269594239308,1,0,0,0,1,32,0.1044406522472805,-5.3795035453149085,0,0,-3,0,2,0
0,-6.256071788002225,1,0,0,1,0,1,-0.1950131985053023,-6.73549255693947,0,0,-10,0,0,0
0,-6.549269594239308,1,0,1,1,0,13,-1.2159535043411225,-11.633332356890381,0,0,-1,0,15,0
0,-6.549269594239308,1,0,0,0,1,15,-0.1309731569930861,-11.969804593511594,0,0,-5,0,0,0
0,-6.549269594239308,1,0,0,0,0,3,-0.2447964106843478,-12.88609532538575,0,0,-6,0,0,0
0,-6.256071788002225,1,0,1,1,0,11,0.4273991940277444,-11.276657412951648,0,0,-1,0,0,0
0,-6.324357695868357,1,0,0,1,0,21,-1.2996483401623316,-9.261754392409385,0,0,-5,0,0,0
0,-6.195253047967186,0,0,1,1,0,3,2.35202270765506,-7.62599917165791,1,0,-1,0,1,0
0,-6.794785443308052,1,0,1,0,1,2,0.0889071371610263,-8.58203023218158,0,0,-1,0,1,0
0,-6.195253047967186,0,0,1,1,1,3,-4.357791987513693,-10.634803526779255,0,0,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,3,12.471919754982778,-6.2064961395413665,0,0,-3,0,11,0
0,-7.146302413206516,1,0,0,1,1,5,-1.7487003578040046,-10.283405639941366,0,0,-4,0,0,0
0,-9.468368641772383,0,0,0,0,1,1,-5.162861240286233,-9.995723567489584,0,0,-3,0,2,0
0,-8.473297032045114,1,0,0,1,0,5,-1.7944765546463763,-7.98082054694732,0,0,-3,0,2,0
0,-6.256071788002225,0,0,0,0,1,1,0.4620336059604284,-6.751613271442842,0,1,-3,0,1,1
0,-6.794785443308052,0,0,0,0,0,1,42.94752097593134,-10.40118867559775,0,1,-3,0,1,1
0,-6.549269594239308,1,0,1,1,0,4,-1.693130457069298,-7.768101512968994,0,0,-1,0,2,0
0,-8.516647472918727,0,0,1,0,1,8,8.103821240480286,-8.609429206369693,0,1,-1,0,1,0
0,-10.940185176330436,1,0,0,0,0,6,0.2904899994967245,-9.7506011094566,0,0,-3,0,0,0
0,-6.794785443308052,0,0,1,0,0,2,0.0224445950292739,-6.801595912310578,0,0,-1,0,1,0
0,-6.855410065124486,1,0,0,0,0,31,0.2379753719703892,-10.940185176330436,0,0,-6,0,0,0
0,-6.324357695868357,1,0,0,1,0,14,1.4767465546731628,-7.768101512968994,0,0,-7,0,0,0
0,-9.275177412741526,1,0,0,0,0,12,2.1486894734344872,-12.88609532538575,0,0,-4,0,0,0
0,-6.549269594239308,1,0,1,1,0,14,1.320015814458248,-5.975344537423814,0,0,-1,0,7,0
