matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,uid_amp,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-6.256071788002225,1,-0.0325280427932739,0,1,1,0,3,-6.518766139945893,0,0,2,0,0,0
0,-9.865670439241386,1,0.0,0,0,1,0,15,-5.810286461407363,0,0,-3,0,8,0
0,-7.146302413206516,1,0.0324368141591548,0,0,1,0,8,-8.609429206369693,0,0,-8,0,2,0
0,-8.516647472918727,1,0.0020124800503253,0,0,0,0,2,-6.255411939743378,0,0,-11,0,0,0
0,-10.145255301460548,1,-0.0002214908599853,0,0,1,0,24,-6.751613271442842,0,0,-3,0,1,0
0,-7.829849520037441,1,0.1030264450237155,0,0,1,0,1,-11.633332356890381,0,0,-4,0,0,0
0,-7.146302413206516,1,0.0002314448356628,0,0,1,0,5,-11.382017928609475,0,0,-4,0,0,0
0,-6.195253047967186,1,0.0054500587284564,0,0,1,0,11,-10.488200052587379,0,0,-7,0,0,0
0,-7.829849520037441,1,0.0669124536216259,0,0,1,0,3,-5.3795035453149085,0,0,-3,0,1,0
0,-9.275177412741526,0,0.0020449552685022,0,1,0,1,1,-7.623405136480864,0,1,-1,0,1,0
0,-6.549269594239308,0,0.1223378181457519,0,1,1,0,6,-8.348133889091107,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0037548542022705,0,1,1,0,26,-8.045853017218175,0,0,3,0,0,0
0,-6.549269594239308,1,-0.0210911631584167,0,1,1,1,20,-5.3795035453149085,0,0,-1,0,1,0
0,-8.516647472918727,0,-0.0081050395965576,0,1,1,0,0,-6.855410065124486,0,1,-1,0,1,0
0,-6.794785443308052,0,0.0003243256360292,0,1,1,1,3,-11.014293148484159,0,1,-1,0,1,0
0,-9.995723567489584,1,0.0,0,1,1,0,13,-11.78748303671764,0,0,-1,0,2,0
0,-6.195253047967186,1,-0.0663880109786987,0,1,1,1,1,-10.443748290016545,0,0,-1,0,2,0
0,-8.251366337156114,1,0.0674765035510063,0,0,1,1,3,-5.810286461407363,0,0,-3,0,5,0
0,-8.473297032045114,1,0.0282505005598068,0,0,0,1,1,-10.534720068222272,0,0,-5,0,0,0
0,-6.256071788002225,1,0.0,0,0,1,1,17,-12.88609532538575,0,0,-5,0,0,0
0,-6.256071788002225,1,0.0,0,1,0,0,31,-6.518766139945893,0,0,2,0,0,0
0,-8.516647472918727,0,-0.0232327915728092,0,1,1,1,0,-8.057781588083449,0,1,-1,0,1,0
0,-8.516647472918727,0,-0.0490492731332778,0,1,1,1,0,-7.744431768883089,0,1,-1,0,1,0
0,-6.256071788002225,1,0.0,0,1,1,0,18,-6.255411939743378,0,0,1,0,0,0
0,-8.791750763163648,1,0.0,0,0,1,1,2,-10.634803526779255,0,0,-4,0,0,0
0,-8.285937681221203,1,-0.0094255805015563,0,1,1,0,2,-13.579242505945695,0,0,-1,0,0,0
0,-6.549269594239308,1,-0.0540346968919038,0,1,1,0,1,-8.057781588083449,0,0,-1,0,0,0
0,-6.549269594239308,1,-0.0005398392677307,0,1,1,0,6,-7.344831780227323,0,0,-1,0,1,0
0,-5.3795035453149085,1,0.097793573513627,0,1,1,0,0,-8.673967727507264,0,0,-1,0,3,0
0,-5.3795035453149085,0,-0.0123293995857238,0,1,1,0,7,-12.480630217277586,0,1,-1,0,2,0
0,-6.2064961395413665,0,0.0,0,1,1,1,9,-7.437205100358338,0,1,-1,0,1,0
0,-9.7506011094566,0,-0.0026390720158815,0,0,1,0,3,-5.3795035453149085,0,1,-3,0,1,0
0,-6.855410065124486,1,-0.0030773244798183,0,0,0,0,2,-5.810286461407363,0,0,-7,0,17,1
0,-6.256071788002225,1,0.0435734391212463,0,1,1,1,3,-9.553890815210545,0,0,2,0,0,0
0,-8.767058150573277,1,0.0290697924792766,0,0,1,1,5,-12.192948144825804,0,0,-14,0,0,0
0,-9.07943283561543,1,0.0678788423538208,0,0,1,1,1,-8.246523712680325,0,0,-5,0,0,0
0,-8.767058150573277,0,0.0152203030884265,0,0,1,0,13,-8.467254717589151,1,0,-3,0,1,0
0,-10.023894444456282,1,0.0003336668014526,0,0,1,1,25,-6.801595912310578,0,0,-3,0,11,0
0,-7.437205100358338,1,0.0,0,1,0,0,15,-6.801595912310578,0,0,-1,0,1,1
0,-8.791750763163648,1,0.0,0,0,1,0,32,-8.41445653202218,0,0,-3,0,10,0
0,-7.762131345982491,0,-0.0057847909629344,0,1,1,1,2,-5.3795035453149085,0,1,-1,0,1,0
0,-6.794785443308052,0,0.0600951313972473,0,1,1,0,4,-8.659261580117569,0,0,-1,0,1,0
0,-6.794785443308052,0,-0.053748071193695,0,1,0,0,1,-8.659261580117569,0,0,-1,0,1,1
0,-6.256071788002225,0,0.0,0,1,0,0,28,-10.583510232391705,0,0,-1,0,1,0
0,-7.146302413206516,1,0.0091421380639076,0,0,1,0,16,-5.975344537423814,0,0,-4,0,0,0
0,-6.256071788002225,0,-0.0740499719977378,0,1,0,0,1,-5.810286461407363,0,1,-1,0,1,0
0,-6.195253047967186,0,0.0622497200965881,0,1,0,1,1,-9.468368641772383,0,1,-1,0,1,1
0,-6.794785443308052,0,0.0198837518692016,0,1,0,1,7,-6.433258038231307,1,0,-1,0,1,0
0,-8.696440583359324,1,-0.0034583806991577,0,0,1,0,48,-5.3795035453149085,0,0,-3,0,5,0
0,-6.256071788002225,0,0.3372631669044494,0,1,0,1,20,-12.480630217277586,1,0,-1,0,1,0
0,-8.10697183227422,1,-0.0025586485862731,0,1,0,1,20,-10.806653783705913,0,0,-1,0,2,1
0,-6.794785443308052,1,0.0149385258555412,0,1,0,1,3,-7.623405136480864,0,0,-1,0,2,0
0,-8.473297032045114,1,-0.0029587987810373,0,0,1,0,3,-7.762131345982491,0,0,-3,1,2,0
0,-6.549269594239308,1,0.0159396491944789,0,0,0,1,4,-10.360366681077494,0,0,-7,0,0,0
0,-8.10697183227422,1,-0.000458369962871,0,1,0,0,9,-11.014293148484159,0,0,-1,0,2,0
0,-6.794785443308052,0,-0.037144660949707,0,1,0,1,1,-9.222533679256102,0,0,-1,0,1,0
0,-8.10697183227422,0,-0.018214713782072,0,0,0,1,1,-12.192948144825804,0,1,-3,0,1,0
0,-7.146302413206516,1,7.43865966796875e-05,0,0,1,1,3,-8.115410700920085,0,0,-6,0,3,0
0,-6.195253047967186,1,0.0039999485015869,0,0,1,1,12,-9.89036305183176,0,0,-3,0,0,0
0,-9.841572887662327,1,0.0,0,0,1,1,19,-11.78748303671764,0,0,-8,0,0,0
0,-6.195253047967186,1,-0.0001025795936584,0,1,1,0,2,-9.59025845938142,0,0,-1,0,2,0
0,-6.195253047967186,1,0.0,0,1,1,1,25,-11.094335856157695,0,0,1,0,0,0
0,-10.534720068222272,1,0.0,0,0,1,0,26,-10.583510232391705,0,0,-3,0,0,0
0,-6.195253047967186,1,0.0008697509765625,0,1,1,1,2,-8.467254717589151,0,0,-1,0,5,0
0,-9.38958776391927,1,-0.001187264919281,0,0,1,1,2,-6.573453486692192,0,0,-3,0,5,0
0,-8.348133889091107,1,0.0,0,0,1,0,7,-10.583510232391705,0,0,-5,0,0,0
0,-8.791750763163648,1,0.0043047070503234,0,0,1,0,13,-6.203360357730682,0,0,-6,0,0,0
0,-9.275177412741526,1,0.0,0,0,1,0,22,-11.78748303671764,0,0,-9,0,0,0
0,-9.729094904235636,0,-0.0790196061134338,0,0,1,1,6,-7.17566830801088,1,0,-3,0,1,0
0,-9.627998787364268,1,0.2769522070884704,0,0,1,0,20,-9.374549886554728,0,0,-4,0,0,0
0,-9.94165634621931,1,0.0,0,0,1,0,12,-9.316562628904379,0,0,-10,0,0,0
0,-6.256071788002225,1,0.0,0,0,1,1,12,-12.192948144825804,0,0,-5,0,0,0
0,-6.549269594239308,1,-0.0071341600269079,0,0,1,0,19,-9.420359422586023,0,0,-3,0,2,0
0,-8.944513517716059,1,-0.0898042321205139,0,0,1,0,6,-11.276657412951648,0,0,-9,0,0,0
0,-6.256071788002225,0,0.0,0,1,1,1,9,-6.255411939743378,0,1,-1,0,1,0
0,-6.324357695868357,1,0.0001288652420043,0,0,1,1,11,-9.38958776391927,0,0,-4,0,0,0
0,-6.794785443308052,1,-0.0021337792277336,0,0,1,1,6,-10.871192304843484,0,0,-11,0,0,0
0,-8.041908238927158,1,-0.0006652642041444,0,0,1,0,9,-7.786228897561551,0,0,-4,0,0,0
0,-7.623405136480864,1,-0.0030422210693359,0,1,1,1,5,-7.508504777943205,0,0,-1,0,0,0
0,-7.623405136480864,1,-0.1606664061546325,0,1,1,0,2,-12.480630217277586,0,0,-1,0,0,0
0,-6.794785443308052,1,0.0,0,0,1,0,30,-5.810286461407363,0,0,-4,0,0,0
0,-6.195253047967186,1,0.0189749374985694,0,1,1,1,5,-8.65198882078849,0,0,-1,0,2,0
0,-8.041908238927158,1,0.0,0,0,1,1,16,-8.87876214015328,0,0,-3,0,1,0
0,-8.65198882078849,1,0.0566356778144836,0,0,1,1,8,-11.78748303671764,0,0,-14,0,0,0
0,-9.275177412741526,1,-0.0306581258773803,0,0,1,0,8,-6.2064961395413665,0,0,-6,0,0,0
0,-7.623405136480864,1,-0.0039196833968162,0,0,0,0,14,-10.534720068222272,0,0,-3,0,8,1
0,-6.794785443308052,1,0.0192320495843887,0,0,0,0,1,-6.2064961395413665,0,0,-4,0,0,0
0,-6.195253047967186,1,-0.0724382400512695,0,0,1,0,13,-9.647416873221369,0,0,-5,0,0,0
0,-8.473297032045114,1,0.0,0,1,0,1,40,-6.518766139945893,0,0,2,0,0,0
0,-6.256071788002225,1,-0.0153329689055681,0,1,1,1,3,-6.518766139945893,0,0,2,0,0,0
0,-6.195253047967186,1,-0.0137552618980407,0,0,1,1,2,-12.480630217277586,0,0,-3,0,6,0
0,-7.623405136480864,0,-0.0074972510337829,0,1,0,1,18,-5.3795035453149085,1,0,-1,0,1,1
0,-8.285937681221203,1,0.0102576352655887,0,0,1,0,9,-9.302576386929639,0,0,-4,0,0,0
0,-9.07943283561543,1,0.0058844722807407,0,0,1,0,0,-8.588809919166959,0,0,-5,0,0,0
0,-10.145255301460548,1,-0.002022486180067,0,0,1,1,15,-10.24703799577049,0,0,-5,0,0,0
0,-7.623405136480864,0,0.0001408457756042,0,0,0,1,10,-11.499800964265859,1,0,-3,0,1,1
0,-9.38958776391927,1,0.0133170485496521,0,0,0,1,4,-11.014293148484159,0,0,-4,0,0,1
0,-9.275177412741526,1,-0.0094153322279453,0,0,1,1,0,-5.3795035453149085,0,0,-3,0,3,0
0,-7.623405136480864,1,0.0252384608611464,0,0,0,1,1,-11.499800964265859,0,0,-3,0,2,1
0,-7.623405136480864,1,0.0047602988779544,0,0,0,0,1,-5.3795035453149085,0,0,-19,0,0,1
0,-8.86971230463336,0,-0.0094552040100097,0,0,1,0,11,-8.090304779789008,0,1,-3,0,1,0
0,-6.256071788002225,1,0.0070642232894897,0,0,0,1,1,-9.536191238111144,0,0,-4,0,0,1
0,-6.256071788002225,0,-2.384185791015625e-07,0,0,0,0,2,-7.762131345982491,0,1,-3,0,1,1
0,-6.256071788002225,0,0.0,0,0,0,0,5,-7.762131345982491,0,1,-3,0,1,1
0,-7.437205100358338,0,0.0,0,0,1,0,9,-5.810286461407363,0,1,-3,0,1,0
0,-9.468368641772383,0,-0.00815349817276,0,0,0,0,13,-5.3795035453149085,0,1,-3,0,1,1
0,-6.549269594239308,0,-0.0840567946434021,0,1,1,0,17,-5.810286461407363,0,1,-1,0,1,0
0,-8.285937681221203,1,0.1013944149017334,0,0,0,0,1,-7.146302413206516,0,0,-5,0,0,1
0,-9.23543708409201,0,-0.1511660814285278,0,1,1,1,15,-6.926379476592348,0,1,-1,0,1,0
0,-6.256071788002225,0,0.0,0,1,1,1,15,-5.810286461407363,0,1,-1,0,1,0
0,-6.256071788002225,1,-0.0061037242412567,0,0,1,0,9,-5.3795035453149085,0,0,-3,0,1,0
0,-10.082734944479215,1,0.0012580677866935,0,0,1,0,1,-8.964121989104436,0,0,-3,0,4,0
0,-6.256071788002225,1,0.0065387040376663,0,0,1,1,11,-8.431748029132242,0,0,-3,0,0,0
0,-8.041908238927158,1,0.0865792892873287,0,0,1,0,6,-5.810286461407363,0,0,-3,0,3,0
0,-7.623405136480864,0,-0.01653603464365,0,0,0,0,1,-5.810286461407363,0,1,-3,0,1,1
0,-10.283405639941366,1,-0.0245051383972167,0,0,1,1,6,-8.473297032045114,0,0,-4,0,0,0
0,-8.473297032045114,1,-0.0589278936386108,0,1,1,1,10,-11.276657412951648,0,0,-1,0,2,0
0,-8.767058150573277,0,-0.0281316637992858,0,0,1,0,2,-6.203360357730682,0,1,-6,0,1,0
0,-6.794785443308052,0,-0.0028392672538757,0,1,1,0,11,-5.810286461407363,0,1,-1,0,1,0
0,-7.623405136480864,0,0.0,0,1,0,1,9,-7.344831780227323,0,1,-1,0,1,1
0,-6.256071788002225,1,0.0,0,0,0,0,8,-8.87876214015328,0,0,-4,0,2,1
0,-8.688893377723941,1,0.0296209454536438,0,0,1,1,4,-8.82565231483933,0,0,-3,0,0,0
0,-8.10697183227422,1,0.033575851470232,0,1,0,1,4,-8.090304779789008,0,0,-1,0,2,1
0,-8.10697183227422,1,-0.0730459094047546,0,1,1,1,8,-10.488200052587379,0,0,-1,0,2,0
0,-6.195253047967186,1,-0.0166977420449256,0,0,1,1,4,-7.807801382815679,0,0,-10,0,0,0
0,-6.256071788002225,0,0.0,0,0,0,0,6,-5.810286461407363,0,1,-3,0,1,1
0,-6.195253047967186,0,0.0,0,1,1,1,8,-6.549269594239308,0,0,-1,0,1,0
0,-6.256071788002225,0,0.0,0,0,0,1,9,-6.256071788002225,0,1,-3,0,1,1
0,-9.23543708409201,1,-0.226432285271585,0,1,1,0,3,-6.926379476592348,0,0,-1,0,2,0
0,-7.610534945960329,0,-0.0001332582905888,0,1,1,0,4,-9.302576386929639,0,0,-1,0,1,0
0,-7.437205100358338,1,0.0233353395015001,0,0,0,0,18,-11.499800964265859,0,0,-3,0,0,0
0,-8.696440583359324,1,-0.0004838053137063,0,0,1,1,4,-8.87876214015328,0,0,-7,0,3,0
0,-8.041908238927158,1,0.021194914355874,0,0,0,1,1,-5.810286461407363,0,0,-3,0,2,1
0,-6.195253047967186,1,-0.0070188511162996,0,0,0,0,4,-12.480630217277586,0,0,-4,0,0,1
0,-11.014293148484159,0,0.0554542690515518,0,0,1,1,2,-6.801595912310578,0,1,-3,0,1,0
0,-6.794785443308052,1,-0.0091179022565484,0,0,1,0,15,-10.746029161889478,0,0,-8,0,0,0
0,-7.146302413206516,1,-0.003618374466896,0,0,1,0,3,-6.8422755479438395,0,0,-5,0,0,0
0,-7.146302413206516,1,0.001445872709155,0,0,1,1,3,-13.579242505945695,0,0,-7,0,0,0
0,-8.285937681221203,1,-0.001851487904787,0,0,1,1,3,-11.014293148484159,0,0,-3,0,2,0
0,-6.549269594239308,1,0.1022783266380429,0,0,1,1,3,-8.041908238927158,0,0,-9,0,0,0
0,-9.172523258681442,1,-0.0002571549266576,0,0,1,1,13,-12.192948144825804,0,0,-5,0,0,0
0,-10.145255301460548,1,7.252488285303116e-05,0,0,1,1,20,-9.374549886554728,0,0,-3,0,2,0
0,-6.195253047967186,0,-0.0446434617042541,0,1,1,1,7,-12.88609532538575,0,1,-1,0,1,0
0,-7.437205100358338,1,0.0,0,0,0,1,23,-9.536191238111144,0,0,-4,0,0,0
1,-6.256071788002225,1,0.18525898642838,0,0,0,0,1,-8.437578949443035,0,0,-5,0,0,0
0,-7.623405136480864,1,-0.0036984970793128,0,0,0,1,3,-8.241704426244377,0,0,-4,0,0,1
0,-9.94165634621931,1,0.0029430091381073,0,0,1,1,8,-10.488200052587379,0,0,-4,0,0,0
0,-9.468368641772383,1,-0.0038562677800655,0,1,1,1,4,-5.810286461407363,0,0,-1,0,2,0
0,-8.041908238927158,0,0.0,0,1,1,1,79,-8.251366337156114,0,1,-1,0,1,0
0,-8.944513517716059,0,-0.0006779804825782,0,1,0,1,39,-8.285937681221203,0,1,-1,0,2,0
0,-6.256071788002225,0,0.0,0,1,1,1,12,-6.203360357730682,0,0,-1,0,1,0
0,-8.285937681221203,1,-0.0550468824803829,0,1,0,1,2,-5.810286461407363,0,0,-1,0,11,0
0,-6.195253047967186,0,-0.0043547749519348,0,0,1,1,11,-7.437205100358338,0,0,-3,0,1,0
0,-8.467254717589151,1,0.027561146300286,0,1,1,1,1,-5.3795035453149085,0,0,-1,0,2,0
0,-9.59025845938142,1,0.2583251083269715,0,0,0,1,1,-11.78748303671764,0,0,-3,0,0,0
0,-10.534720068222272,1,0.0246068239212036,0,0,1,0,47,-11.276657412951648,0,0,-4,0,0,0
0,-9.275177412741526,1,-0.0112621188163757,0,1,0,0,1,-5.810286461407363,0,0,-1,0,2,0
0,-8.041908238927158,1,0.0009668469429016,0,0,1,0,3,-9.915680859816048,0,0,-5,0,0,0
0,-8.251366337156114,1,0.0,0,0,1,1,11,-6.255411939743378,0,0,-3,0,0,0
0,-6.256071788002225,1,-0.0019456315785646,0,0,0,1,1,-5.3795035453149085,0,0,-3,0,2,1
0,-9.995723567489584,1,-0.0685334280133247,0,0,1,1,2,-9.275177412741526,0,0,-8,0,0,0
0,-7.829849520037441,1,0.0049475654959678,0,0,1,0,7,-8.041908238927158,0,0,-3,0,3,0
0,-8.041908238927158,1,0.0023994445800781,0,0,1,0,12,-8.944513517716059,0,0,-6,0,0,0
0,-8.86971230463336,1,0.0,0,0,1,0,12,-8.595635884237359,0,0,-4,0,0,0
0,-8.86971230463336,1,0.0201433189213275,0,0,0,1,5,-6.433258038231307,0,0,-6,0,0,1
0,-6.195253047967186,1,0.0,0,0,1,1,2,-9.374549886554728,0,0,-3,0,0,0
0,-11.014293148484159,1,0.0346268168650567,0,0,0,0,4,-10.634803526779255,0,0,-17,0,0,0
0,-8.86971230463336,0,0.0,0,0,1,1,6,-5.3795035453149085,0,1,-3,0,1,0
0,-9.772580016175375,1,-0.0124983415007591,0,0,1,1,2,-5.810286461407363,0,0,-2,0,0,0
0,-7.437205100358338,1,0.0215618470683693,0,0,0,0,1,-7.747360028662178,0,0,-3,0,2,1
0,-9.59025845938142,1,0.0299519328400492,0,0,1,1,5,-12.88609532538575,0,0,-11,0,0,0
0,-9.59025845938142,1,0.014993317425251,0,0,1,1,4,-8.181079804427942,0,0,-5,0,0,0
0,-6.549269594239308,1,0.0448172427713871,0,0,1,0,2,-10.178045124283539,0,0,-3,0,4,0
0,-8.516647472918727,1,-0.0260578002780675,0,0,0,0,1,-10.21194667595922,0,0,-7,0,0,0
0,-8.041908238927158,1,0.001027226448059,0,0,0,1,10,-7.623405136480864,0,0,-3,0,1,0
0,-8.516647472918727,1,-0.0042167901992797,0,0,0,0,2,-9.667219500517549,0,0,-3,0,0,0
0,-7.437205100358338,1,0.0358206778764724,0,0,0,1,5,-10.940185176330436,0,0,-5,0,0,0
1,-6.256071788002225,1,0.0354903731495142,0,0,0,1,1,-8.111182364810563,0,0,-8,0,0,0
0,-6.256071788002225,0,0.0530108716338872,0,0,0,0,1,-8.227384372469627,0,1,-5,1,13,1
0,-6.256071788002225,1,0.0114186406135559,0,0,0,1,1,-5.810286461407363,0,0,-3,0,8,1
0,-8.251366337156114,1,0.0029415525496006,0,0,0,1,1,-5.810286461407363,0,0,-9,0,9,0
0,-8.041908238927158,0,0.0397719740867614,0,0,0,1,12,-5.810286461407363,0,1,-3,0,1,0
0,-5.810286461407363,1,0.0,0,1,0,1,15,-11.276657412951648,0,0,4,0,0,1
0,-6.256071788002225,1,-0.0052695600315928,0,0,0,0,2,-10.534720068222272,0,0,-9,0,0,1
0,-6.195253047967186,0,0.0,0,1,1,1,24,-7.146302413206516,0,0,-1,0,1,0
0,-8.944513517716059,0,0.0107915997505187,0,1,0,1,1,-6.195253047967186,0,1,-1,0,1,0
1,-6.324357695868357,0,0.0,0,1,0,1,41,-8.041908238927158,0,1,-1,0,1,0
0,-6.195253047967186,0,-0.0690586864948272,0,1,0,0,1,-6.794785443308052,0,0,-1,0,1,1
0,-6.256071788002225,0,0.0,0,1,1,1,17,-6.60476359492065,0,1,-1,0,1,0
0,-8.136824795423902,0,-0.0011679641902446,0,0,0,1,21,-6.255411939743378,0,1,-4,0,1,1
0,-6.195253047967186,1,0.0,0,1,1,1,19,-13.579242505945695,0,0,-1,0,2,0
0,-6.549269594239308,1,0.0080895973369479,0,1,0,1,4,-5.810286461407363,0,0,-1,0,3,0
0,-8.10697183227422,1,-0.1450431942939758,0,1,1,1,3,-13.579242505945695,0,0,-1,0,0,0
0,-6.195253047967186,1,0.0017010010778903,0,0,1,0,6,-13.579242505945695,0,0,-9,0,0,0
0,-9.468368641772383,1,0.0,0,0,1,0,9,-9.915680859816048,0,0,-6,0,0,0
0,-8.473297032045114,1,0.0119668245315551,0,0,1,0,5,-5.810286461407363,0,0,-3,0,8,0
0,-6.256071788002225,0,0.0029191970825195,0,1,0,1,1,-5.810286461407363,1,0,-1,0,1,1
0,-6.855410065124486,0,0.0003008432686328,0,0,1,1,4,-9.222533679256102,0,1,-3,0,1,0
0,-6.2064961395413665,1,0.0026071071624755,0,0,1,0,28,-10.052881981329532,0,0,-4,0,0,0
0,-6.195253047967186,0,-0.0715325474739074,0,1,1,0,3,-5.810286461407363,0,1,-1,0,1,0
0,-5.810286461407363,0,0.0255720615386962,0,1,0,1,1,-5.810286461407363,1,0,-1,0,1,1
0,-8.10697183227422,1,-0.0018490552902221,0,1,1,0,4,-5.810286461407363,0,0,-1,0,3,0
0,-6.433258038231307,1,0.007223904132843,0,0,1,0,9,-13.579242505945695,0,0,-4,0,0,0
1,-6.794785443308052,1,0.0,0,1,0,0,49,-5.810286461407363,0,0,-1,0,12,0
1,-6.794785443308052,0,0.0220839343965053,0,1,0,1,1,-5.810286461407363,0,1,-1,0,21,0
0,-6.195253047967186,1,-0.0006520748138427,0,1,0,1,1,-5.810286461407363,0,0,-1,0,20,1
0,-6.195253047967186,0,0.0,0,0,0,0,22,-6.794785443308052,0,1,-3,0,1,1
0,-5.810286461407363,1,2.9861927032470703e-05,0,1,1,0,2,-7.17566830801088,0,0,-1,0,1,0
0,-8.251366337156114,0,0.0001158118247985,0,1,1,1,10,-7.587777958837713,0,1,-1,0,1,0
0,-8.285937681221203,1,0.1923816800117492,0,0,1,1,5,-8.348133889091107,0,0,-3,0,1,0
0,-6.549269594239308,0,0.0,0,1,1,0,20,-9.330747263896336,0,1,-1,0,1,0
0,-6.256071788002225,1,-0.0005875285714864,0,1,0,1,9,-5.810286461407363,0,0,-1,0,0,1
0,-9.275177412741526,1,0.0145670883357524,0,0,1,1,1,-8.623415448344433,0,0,-4,0,0,0
0,-9.136591249455378,0,0.0377218388020992,0,1,1,1,5,-5.3795035453149085,0,1,-1,0,1,0
0,-7.623405136480864,1,0.026062136515975,0,1,0,0,1,-5.810286461407363,0,0,-1,0,9,0
0,-6.256071788002225,0,0.0007936842739582,0,1,1,1,34,-7.524803159676324,0,1,-1,0,1,0
0,-6.549269594239308,1,-1.5854835510253906e-05,0,1,1,1,4,-8.280925139397658,0,0,-1,0,2,0
0,-9.452108120900602,0,2.6524066925048828e-05,0,1,1,1,0,-6.549269594239308,0,0,-1,0,1,0
0,-7.610534945960329,0,-0.0261118412017822,0,1,1,0,24,-9.89036305183176,1,0,-1,0,1,0
0,-6.256071788002225,1,4.082918167114258e-05,0,1,0,0,14,-9.968324593301471,0,0,-1,0,21,0
0,-9.07943283561543,0,-0.0087955594062805,0,0,1,1,3,-5.3795035453149085,0,0,-3,0,1,0
0,-9.275177412741526,1,-0.0445155501365661,0,0,1,1,13,-10.113506603145968,0,0,-4,0,0,0
0,-8.041908238927158,0,-0.0249234437942504,0,1,0,1,27,-7.623405136480864,0,1,-1,0,1,0
0,-7.623405136480864,0,-0.189476191997528,0,1,0,1,29,-6.195253047967186,0,1,-1,0,1,1
0,-6.195253047967186,0,-0.1150445938110351,0,1,1,0,3,-8.27593759788662,0,0,-1,0,1,0
0,-6.195253047967186,0,0.0,0,1,1,0,24,-5.3795035453149085,0,1,-1,0,1,0
0,-5.810286461407363,0,-0.044582575559616,0,1,0,1,2,-8.227384372469627,0,0,-1,0,1,1
0,-11.014293148484159,1,0.0527722369879484,0,0,1,1,3,-6.60476359492065,0,0,-5,0,0,0
0,-6.195253047967186,0,0.0,0,1,1,1,11,-7.829849520037441,0,1,-1,0,1,0
0,-7.146302413206516,1,-0.0022501945495605,0,0,1,1,2,-8.136824795423902,0,0,-4,0,0,0
0,-8.696440583359324,1,0.0,0,0,1,1,26,-9.222533679256102,0,0,-6,0,0,0
0,-6.855410065124486,0,-0.0109761403873562,0,0,1,1,7,-5.810286461407363,0,1,-3,0,1,0
0,-7.623405136480864,1,0.0045702457427978,0,1,0,1,1,-5.810286461407363,0,0,-1,0,2,1
0,-6.195253047967186,1,-0.0032897423952817,0,1,0,0,3,-13.579242505945695,0,0,-1,0,0,1
0,-8.696440583359324,1,0.0399903059005737,0,0,1,1,4,-6.956506181995855,0,0,-2,0,0,0
0,-8.10697183227422,1,-2.264976501464844e-06,0,0,1,0,3,-8.364306748336709,0,0,-3,0,0,0
0,-5.3795035453149085,1,0.0136359110474586,0,0,1,0,1,-10.68887074804953,0,0,-4,0,2,0
0,-10.082734944479215,1,0.0080567300319671,0,0,0,0,1,-5.810286461407363,0,0,-3,0,5,0
0,-6.195253047967186,0,0.0681936144828796,0,1,0,1,1,-10.082734944479215,0,0,-1,0,1,0
0,-10.082734944479215,1,0.1199024021625518,0,0,0,1,3,-5.810286461407363,0,0,-3,0,2,0
0,-6.195253047967186,1,-0.0484304428100585,0,0,1,1,3,-7.807801382815679,0,0,-4,0,0,0
0,-8.944513517716059,1,0.0315027832984924,0,0,1,1,2,-10.052881981329532,0,0,-12,0,0,0
0,-5.3795035453149085,1,-0.0003825696185231,0,1,1,0,2,-7.17566830801088,0,0,-1,0,2,0
0,-9.275177412741526,0,-0.0174376964569091,0,1,0,1,1,-5.3795035453149085,0,0,-1,0,1,0
0,-9.452108120900602,1,0.0268431594595313,0,0,0,1,1,-13.579242505945695,0,0,-8,0,0,0
0,-7.146302413206516,1,0.0,0,0,1,0,33,-6.2064961395413665,0,0,-5,0,0,0
0,-6.195253047967186,1,0.0177493691444396,0,0,1,1,2,-13.579242505945695,0,0,-3,0,1,0
0,-7.146302413206516,1,0.003608763217926,0,0,1,1,2,-10.052881981329532,0,0,-3,0,0,0
0,-8.285937681221203,1,0.0036523938179016,0,0,1,0,2,-7.437205100358338,0,0,-3,0,2,0
0,-11.094335856157695,1,0.0290618352591991,0,0,1,1,2,-12.88609532538575,0,0,-8,0,0,0
0,-9.07943283561543,1,0.0006599463522434,0,0,1,0,0,-8.688893377723941,0,0,-10,0,0,0
0,-8.86971230463336,1,0.0130718946456909,0,0,1,1,7,-8.964121989104436,0,0,-3,0,18,0
0,-10.145255301460548,1,0.0045912899076938,0,0,1,0,5,-9.113334387291111,0,0,-5,0,0,0
0,-10.145255301460548,1,-0.0031364411115646,0,0,1,0,9,-12.88609532538575,0,0,-5,0,0,0
0,-10.145255301460548,1,0.0057605504989624,0,0,1,1,16,-10.023894444456282,0,0,-3,0,2,0
0,-10.145255301460548,1,0.0,0,0,1,0,13,-12.480630217277586,0,0,-5,0,0,0
0,-6.195253047967186,0,0.0,0,1,1,0,24,-6.203360357730682,0,1,-1,0,1,0
0,-9.468368641772383,0,-0.060615599155426,0,0,0,1,13,-6.2064961395413665,1,0,-3,0,1,1
