matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,uid_iphrase,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-6.195253047967186,1,0,0,1,1,3,-0.004129457829909,-8.623415448344433,0,0,-5,0,0,0
0,-8.516647472918727,0,0,1,0,0,1,-0.0764584079207408,-6.8422755479438395,0,1,-1,0,1,0
0,-6.794785443308052,1,0,0,1,1,3,0.037202223824958,-10.283405639941366,0,0,-4,0,0,0
0,-6.195253047967186,1,0,1,1,0,15,0.0774229590706099,-7.45455911505149,0,0,-1,0,0,0
0,-9.94165634621931,1,0,0,1,0,8,-0.3095851433987933,-7.829849520037441,0,0,-9,0,0,0
0,-6.195253047967186,0,0,1,1,1,6,0.0975292328647093,-5.3795035453149085,0,1,-1,0,1,0
0,-9.553890815210545,1,0,0,1,0,10,0.0113043239051326,-5.3795035453149085,0,0,-3,0,1,0
0,-9.553890815210545,1,0,0,1,0,14,0.1268483512946383,-10.052881981329532,0,0,-6,0,0,0
0,-8.251366337156114,1,0,1,1,1,3,-0.1127315614786412,-5.3795035453149085,0,0,-1,0,4,0
0,-6.794785443308052,1,0,0,0,1,3,-0.0113298389372917,-9.184793351273257,0,0,-17,0,0,0
0,-7.146302413206516,1,0,0,0,0,3,0.038245416299573,-11.633332356890381,0,0,-6,0,0,1
0,-6.195253047967186,1,0,1,0,1,3,0.0084244597909884,-6.926379476592348,0,0,-1,0,0,0
0,-6.195253047967186,0,0,1,1,0,2,-0.0782340575009584,-6.801595912310578,0,1,-1,0,1,0
0,-6.195253047967186,1,0,0,0,1,16,-0.004322469831158,-5.810286461407363,0,0,-4,0,2,1
0,-6.256071788002225,1,0,1,1,1,2,0.1789513030545969,-7.437205100358338,0,0,3,0,0,0
0,-8.10697183227422,1,0,1,1,1,4,0.0010722911295791,-9.330747263896336,0,0,-1,0,1,0
0,-8.041908238927158,1,0,0,0,0,22,0.0157421472002611,-7.146302413206516,0,0,-4,0,0,1
0,-9.275177412741526,1,0,0,1,1,12,0.1982436573986585,-10.40118867559775,0,0,-3,0,0,0
0,-6.549269594239308,1,0,1,1,0,6,0.0325676898448532,-8.194747443156606,0,0,-1,0,2,0
0,-6.256071788002225,1,0,0,0,1,4,-0.1177404212302028,-8.616397875685788,0,0,-4,0,0,1
0,-8.285937681221203,1,0,1,0,1,1,-0.1189705007679127,-7.437205100358338,0,0,-1,0,0,1
0,-8.251366337156114,1,0,1,1,1,13,-0.1158642634822457,-11.499800964265859,0,0,-1,0,0,0
0,-9.59025845938142,1,0,0,1,1,4,-0.0452865303594862,-8.964121989104436,0,0,-3,0,3,0
0,-8.285937681221203,0,0,0,0,0,2,0.0614781476587297,-8.261122512101478,0,1,-3,0,1,1
0,-7.437205100358338,1,0,0,0,1,1,0.0664902408010302,-11.276657412951648,0,0,-4,0,0,1
0,-9.94165634621931,1,0,0,0,0,3,0.0052740552791339,-11.499800964265859,0,0,-4,0,0,1
0,-6.195253047967186,0,0,1,0,0,22,-0.0411312341276142,-6.60476359492065,0,1,-1,0,1,0
1,-6.195253047967186,1,0,1,0,1,14,0.0004446714775016,-12.88609532538575,0,0,-1,0,0,0
0,-7.146302413206516,1,0,0,0,0,19,-0.226146802572567,-6.433258038231307,0,0,-4,0,0,0
0,-8.285937681221203,0,0,1,1,1,0,0.0052169922532306,-5.3795035453149085,0,1,-1,0,1,0
0,-6.256071788002225,1,0,0,0,1,1,0.0175668446418757,-6.73549255693947,0,0,-5,0,0,1
0,-8.10697183227422,0,0,1,1,0,23,-0.0309147578090787,-10.082734944479215,0,1,-1,0,1,0
0,-6.256071788002225,1,0,0,1,0,0,-0.0155795886299558,-7.524803159676324,0,0,-4,0,0,0
0,-6.549269594239308,1,0,1,1,1,1,-0.0157937342406843,-8.090304779789008,0,0,-1,0,2,0
0,-6.549269594239308,1,0,0,0,1,32,0.0298130028028524,-5.3795035453149085,0,0,-3,0,2,0
0,-6.256071788002225,1,0,0,1,0,1,-0.0304883175479468,-6.73549255693947,0,0,-10,0,0,0
0,-6.549269594239308,1,0,1,1,0,13,0.1131414927279912,-11.633332356890381,0,0,-1,0,15,0
0,-6.549269594239308,1,0,0,0,1,15,0.0263954100963205,-11.969804593511594,0,0,-5,0,0,0
0,-6.549269594239308,1,0,0,0,0,3,-0.010473626251502,-12.88609532538575,0,0,-6,0,0,0
0,-6.256071788002225,1,0,1,1,0,11,-0.0031521151507539,-11.276657412951648,0,0,-1,0,0,0
0,-6.324357695868357,1,0,0,1,0,21,-0.0576171647757291,-9.261754392409385,0,0,-5,0,0,0
0,-6.195253047967186,0,0,1,1,0,3,-0.1468954360281384,-7.62599917165791,1,0,-1,0,1,0
0,-6.794785443308052,1,0,1,0,1,2,-0.0612179153229272,-8.58203023218158,0,0,-1,0,1,0
0,-6.195253047967186,0,0,1,1,1,3,0.0119141664243105,-10.634803526779255,0,0,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,3,-0.0019358453556787,-6.2064961395413665,0,0,-3,0,11,0
0,-7.146302413206516,1,0,0,1,1,5,0.1207605933006375,-10.283405639941366,0,0,-4,0,0,0
0,-9.468368641772383,0,0,0,0,1,1,-0.041151167705464,-9.995723567489584,0,0,-3,0,2,0
0,-8.473297032045114,1,0,0,1,0,5,0.1005827761562325,-7.98082054694732,0,0,-3,0,2,0
0,-6.256071788002225,0,0,0,0,1,1,0.0569528411784819,-6.751613271442842,0,1,-3,0,1,1
0,-6.794785443308052,0,0,0,0,0,1,-0.0808985421227084,-10.40118867559775,0,1,-3,0,1,1
0,-6.549269594239308,1,0,1,1,0,4,0.0451433871769242,-7.768101512968994,0,0,-1,0,2,0
0,-8.516647472918727,0,0,1,0,1,8,0.049266934742803,-8.609429206369693,0,1,-1,0,1,0
0,-10.940185176330436,1,0,0,0,0,6,0.06466758304444,-9.7506011094566,0,0,-3,0,0,0
0,-6.794785443308052,0,0,1,0,0,2,0.0466647745706338,-6.801595912310578,0,0,-1,0,1,0
0,-6.855410065124486,1,0,0,0,0,31,0.0295899347665737,-10.940185176330436,0,0,-6,0,0,0
0,-6.324357695868357,1,0,0,1,0,14,-0.0797834666383763,-7.768101512968994,0,0,-7,0,0,0
