matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,uid_jaeger,matrix_subject1v3
0,-6.794785443308052,1,0,0,0,1,1,-6.2064961395413665,0,0,-4,0,0,2.1210179685255763,0
0,-6.195253047967186,1,0,0,1,0,13,-9.647416873221369,0,0,-5,0,0,1.5146925448447344,0
0,-8.473297032045114,1,0,1,0,1,40,-6.518766139945893,0,0,2,0,0,3.0265039322207445,0
0,-6.256071788002225,1,0,1,1,1,3,-6.518766139945893,0,0,2,0,0,2.7692938263429285,0
0,-6.195253047967186,1,0,0,1,0,2,-12.480630217277586,0,0,-3,0,6,1.5146925448447344,0
0,-7.623405136480864,0,0,1,0,1,18,-5.3795035453149085,1,0,-1,0,1,2.5218501649796847,1
0,-9.004531527442312,1,0,0,1,0,26,-9.004531527442312,0,0,-3,0,5,3.4760986898352733,0
0,-6.748368271299515,1,0,1,1,1,24,-6.433258038231307,0,0,-1,0,4,5.221436322212079,0
0,-8.285937681221203,0,0,1,0,0,4,-5.975344537423814,0,0,-1,0,1,2.1578106087953426,0
0,-6.794785443308052,0,0,1,0,0,2,-7.146302413206516,0,1,-1,0,1,2.1210179685255763,0
0,-6.794785443308052,0,0,1,1,0,3,-6.926379476592348,1,0,-1,0,1,2.1210179685255763,0
0,-6.794785443308052,1,0,1,0,0,3,-8.984122655811104,0,0,-1,1,0,2.1210179685255763,0
0,-9.7506011094566,0,0,0,1,0,9,-8.588809919166959,0,1,-3,0,1,1.5260563034950494,0
0,-6.195253047967186,0,0,1,0,0,1,-8.27593759788662,0,0,-1,0,1,1.5146925448447344,1
0,-6.195253047967186,1,0,1,0,1,2,-11.499800964265859,0,0,-1,0,0,1.5146925448447344,0
0,-6.195253047967186,0,0,1,0,0,2,-6.203360357730682,0,0,-1,0,1,1.5146925448447344,1
0,-6.195253047967186,1,0,1,0,1,33,-5.810286461407363,0,0,-1,0,2,1.5146925448447344,0
0,-6.195253047967186,1,0,1,0,0,2,-12.192948144825804,0,0,-1,0,0,1.5146925448447344,0
0,-8.473297032045114,0,0,1,0,0,1,-5.975344537423814,1,0,-1,0,1,3.0265039322207445,0
0,-6.794785443308052,1,0,1,0,0,1,-9.94165634621931,0,0,-1,0,0,2.1210179685255763,0
0,-6.794785443308052,0,0,1,0,0,5,-6.748368271299515,0,1,-1,0,1,2.1210179685255763,0
0,-9.275177412741526,0,0,1,1,1,4,-9.275177412741526,0,1,-1,0,1,2.2246235515243336,0
0,-8.10697183227422,0,0,1,1,1,6,-11.014293148484159,0,1,-1,0,1,2.176433807667145,0
0,-6.549269594239308,1,0,0,0,1,15,-12.480630217277586,0,0,-5,0,0,2.767293034665071,1
0,-8.944513517716059,1,0,0,0,1,1,-12.480630217277586,0,0,-12,0,0,2.6888188391743224,0
0,-6.256071788002225,0,0,1,0,1,7,-6.60476359492065,0,0,-1,0,1,2.7692938263429285,0
0,-8.041908238927158,1,0,1,0,0,4,-5.810286461407363,0,0,-1,0,5,2.07159836421881,0
0,-8.251366337156114,1,0,1,0,0,1,-5.3795035453149085,0,0,-1,0,3,2.619825967687371,0
0,-8.246523712680325,1,0,1,1,0,11,-8.090304779789008,0,0,-1,0,0,4.23410650459726,0
0,-9.07943283561543,0,0,1,1,1,6,-11.276657412951648,0,1,-1,0,1,2.4203681286504293,0
0,-8.10697183227422,0,0,1,1,1,5,-8.232134975228226,0,0,-1,0,1,2.176433807667145,0
0,-6.256071788002225,1,0,0,1,1,8,-12.88609532538575,0,0,-4,0,0,2.7692938263429285,0
0,-6.256071788002225,0,0,0,1,1,14,-8.251366337156114,0,0,-3,0,1,2.7692938263429285,0
0,-6.256071788002225,0,0,0,1,1,27,-8.280925139397658,0,0,-3,0,1,2.7692938263429285,0
0,-7.623405136480864,1,0,0,1,0,28,-9.288783064797304,0,0,-5,0,0,2.5218501649796847,0
0,-6.195253047967186,0,0,1,1,1,5,-8.595635884237359,0,1,-1,0,1,1.5146925448447344,0
0,-6.195253047967186,1,0,1,1,0,9,-9.113334387291111,0,0,-1,0,4,1.5146925448447344,0
0,-6.195253047967186,1,0,0,1,0,1,-10.68887074804953,0,0,-8,0,0,1.5146925448447344,0
0,-9.627998787364268,1,0,0,1,0,4,-8.588809919166959,0,0,-14,0,0,3.258096538021482,0
0,-9.004531527442312,1,0,0,1,0,2,-11.499800964265859,0,0,-4,0,0,3.4760986898352733,0
0,-9.968324593301471,1,0,0,1,1,2,-10.746029161889478,0,0,-20,0,0,3.610917912644224,0
0,-9.841572887662327,1,0,0,1,0,6,-5.810286461407363,0,0,-3,0,1,2.639057329615259,0
0,-8.65198882078849,1,0,0,1,1,9,-10.40118867559775,0,0,-3,0,0,3.828641396489095,0
0,-9.729094904235636,0,0,0,0,0,1,-5.3795035453149085,0,1,-3,0,1,3.157000421150113,1
0,-6.256071788002225,1,0,1,0,0,1,-7.344831780227323,0,0,-1,0,3,2.7692938263429285,1
0,-9.772580016175375,1,0,0,1,0,9,-10.534720068222272,0,0,-5,0,0,3.80666248977032,0
0,-11.014293148484159,1,0,0,1,0,6,-12.88609532538575,0,0,-3,0,0,1.8718021769015916,0
0,-8.041908238927158,1,0,1,1,1,4,-9.113334387291111,0,0,-1,0,3,2.07159836421881,0
0,-8.27593759788662,1,0,0,0,1,1,-5.3795035453149085,0,0,-3,0,2,3.917010546939185,0
0,-6.2064961395413665,1,0,1,0,1,1,-9.667219500517549,0,0,-1,0,0,5.0701612734102826,1
0,-6.256071788002225,0,0,1,1,0,2,-5.3795035453149085,0,0,-1,0,1,2.7692938263429285,0
0,-6.195253047967186,1,0,1,1,0,17,-11.382017928609475,0,0,-1,0,0,1.5146925448447344,0
0,-6.195253047967186,1,0,1,1,0,15,-11.382017928609475,0,0,-1,0,0,1.5146925448447344,0
0,-6.195253047967186,0,0,1,0,0,1,-8.431748029132242,0,1,-1,0,1,1.5146925448447344,1
0,-6.195253047967186,1,0,1,1,0,19,-11.382017928609475,0,0,-1,0,0,1.5146925448447344,0
0,-6.195253047967186,1,0,1,0,1,11,-5.810286461407363,0,0,-1,0,7,1.5146925448447344,1
0,-6.195253047967186,1,0,0,1,1,13,-6.549269594239308,0,0,-4,0,0,1.5146925448447344,0
0,-8.767058150573277,1,0,1,1,0,4,-10.360366681077494,0,0,5,1,0,2.327277705584417,0
0,-8.86971230463336,0,0,0,1,0,33,-5.3795035453149085,0,1,-3,0,1,2.2246235515243336,0
0,-8.791750763163648,1,0,0,1,1,1,-12.192948144825804,0,0,-3,0,0,1.455287232606842,0
0,-9.841572887662327,1,0,0,1,1,1,-6.433258038231307,0,0,-3,0,5,2.639057329615259,0
0,-6.324357695868357,1,0,0,1,1,5,-8.467254717589151,0,0,-10,0,0,4.952299717083292,0
0,-9.772580016175375,1,0,0,1,1,6,-8.984122655811104,0,0,-3,0,2,3.80666248977032,0
0,-8.041908238927158,1,0,0,1,0,10,-6.433258038231307,0,0,-4,0,0,2.07159836421881,0
0,-8.954269692661423,1,0,0,1,1,9,-6.748368271299515,0,0,-3,0,5,3.9318256327243257,0
0,-9.07943283561543,1,0,0,1,1,10,-7.437205100358338,0,0,-23,0,0,2.4203681286504293,0
0,-8.86971230463336,1,0,0,1,1,36,-6.433258038231307,0,0,-4,0,0,2.2246235515243336,0
0,-6.794785443308052,1,0,0,1,0,30,-8.232134975228226,0,0,-3,0,2,2.1210179685255763,0
0,-9.07943283561543,1,0,0,1,1,17,-8.87876214015328,0,0,-4,0,0,2.4203681286504293,0
0,-8.767058150573277,1,0,0,1,1,15,-5.3795035453149085,0,0,-3,0,2,2.327277705584417,0
0,-5.3795035453149085,1,0,1,1,1,29,-12.88609532538575,0,0,-1,0,4,4.26791332790646,0
0,-10.023894444456282,1,0,0,0,1,4,-8.3752358188689,0,0,-3,0,7,2.862200880929469,1
0,-8.767058150573277,1,0,0,1,0,14,-9.865670439241386,0,0,-40,0,0,2.327277705584417,0
0,-6.324357695868357,1,0,0,0,0,8,-8.87876214015328,0,0,-21,0,0,4.952299717083292,1
0,-6.324357695868357,1,0,0,0,0,8,-8.227384372469627,0,0,-3,0,2,4.952299717083292,1
0,-6.855410065124486,1,0,0,0,0,35,-12.480630217277586,0,0,-5,0,0,3.42799557481688,1
0,-6.324357695868357,1,0,0,0,1,1,-12.88609532538575,0,0,-6,0,0,4.952299717083292,1
0,-9.374549886554728,1,0,0,0,1,1,-11.014293148484159,0,0,-3,0,2,3.1060803307228566,1
0,-8.954269692661423,1,0,0,0,1,26,-12.480630217277586,0,0,-5,0,0,3.9318256327243257,1
0,-10.871192304843484,1,0,0,1,1,28,-5.810286461407363,0,0,-3,0,2,2.0149030205422647,0
0,-6.324357695868357,1,0,0,1,0,2,-9.288783064797304,0,0,-2,0,0,4.952299717083292,0
0,-6.855410065124486,1,0,0,0,0,7,-8.467254717589151,0,0,-3,0,7,3.42799557481688,1
0,-8.609429206369693,1,0,0,0,1,1,-10.634803526779255,0,0,-16,0,0,4.969813299576001,1
0,-6.855410065124486,1,0,0,1,0,11,-9.468368641772383,0,0,-3,0,1,3.42799557481688,0
0,-8.041908238927158,1,0,0,1,1,13,-8.727212242026077,0,0,-6,0,0,2.07159836421881,0
0,-6.195253047967186,1,0,0,0,0,5,-6.195253047967186,0,0,-8,0,0,1.5146925448447344,1
0,-9.865670439241386,1,0,0,1,1,17,-7.744431768883089,0,0,-3,0,3,3.713572066704308,0
0,-7.829849520037441,1,0,0,1,0,21,-11.969804593511594,0,0,-4,0,0,4.650780697240144,0
0,-8.673967727507264,1,0,0,1,1,6,-10.360366681077494,0,0,-6,0,0,4.212127597878484,0
0,-6.748368271299515,1,0,0,1,1,19,-11.78748303671764,0,0,-11,0,0,5.221436322212079,0
0,-7.623405136480864,1,0,0,0,0,19,-12.88609532538575,0,0,-4,0,0,2.5218501649796847,1
0,-6.324357695868357,1,0,0,1,1,2,-8.727212242026077,0,0,-11,0,0,4.952299717083292,0
0,-10.023894444456282,1,0,0,0,1,3,-10.806653783705913,0,0,-3,0,0,2.862200880929469,1
0,-6.324357695868357,1,0,0,1,1,2,-9.302576386929639,0,0,-4,0,0,4.952299717083292,0
0,-8.767058150573277,1,0,0,1,1,7,-8.758960940340657,0,0,-3,0,2,2.327277705584417,0
0,-8.246523712680325,1,0,0,1,0,5,-9.316562628904379,0,0,-3,0,12,4.23410650459726,0
0,-8.767058150573277,1,0,0,1,0,32,-6.573453486692192,0,0,-3,0,0,2.327277705584417,0
0,-8.767058150573277,1,0,0,1,0,21,-9.23543708409201,0,0,-3,0,2,2.327277705584417,0
0,-8.767058150573277,1,0,0,0,1,1,-10.178045124283539,0,0,-6,0,0,2.327277705584417,1
0,-8.767058150573277,1,0,0,0,1,1,-8.688893377723941,0,0,-4,0,0,2.327277705584417,1
0,-6.324357695868357,1,0,0,1,1,36,-11.181347233147324,0,0,-4,0,0,4.952299717083292,0
0,-7.623405136480864,1,0,0,1,0,5,-5.3795035453149085,0,0,-3,0,2,2.5218501649796847,0
0,-9.772580016175375,1,0,0,0,1,1,-11.014293148484159,0,0,-11,0,0,3.80666248977032,1
0,-8.609429206369693,1,0,0,0,1,3,-8.588809919166959,0,0,-9,0,0,4.969813299576001,1
0,-6.195253047967186,1,0,0,1,0,5,-8.348133889091107,0,0,-8,0,0,1.5146925448447344,0
0,-9.222533679256102,1,0,0,1,1,12,-12.480630217277586,0,0,-7,0,0,3.258096538021482,0
0,-9.07943283561543,1,0,0,1,1,20,-11.094335856157695,0,0,-13,0,0,2.4203681286504293,0
0,-10.940185176330436,1,0,0,1,1,1,-10.488200052587379,0,0,-3,0,3,2.639057329615259,0
0,-7.829849520037441,1,0,0,1,0,30,-5.3795035453149085,0,0,-3,0,3,4.650780697240144,0
0,-9.89036305183176,1,0,0,1,1,14,-9.795052872027433,0,0,-9,0,0,2.995732273553991,0
0,-8.767058150573277,1,0,0,1,1,53,-8.87876214015328,0,0,-5,0,0,2.327277705584417,0
0,-8.767058150573277,1,0,0,1,0,7,-12.88609532538575,0,0,-8,0,0,2.327277705584417,0
0,-8.954269692661423,1,0,0,1,1,18,-6.855410065124486,0,0,-3,0,1,3.9318256327243257,0
0,-10.283405639941366,1,0,0,0,1,1,-9.436107779554161,0,0,-5,0,0,2.602689685444384,1
0,-6.256071788002225,0,0,0,1,0,10,-5.3795035453149085,0,1,-4,0,1,2.7692938263429285,0
0,-9.468368641772383,0,0,0,1,0,3,-7.762131345982491,0,1,-3,0,1,2.501435951739211,0
0,-6.855410065124486,0,0,1,1,1,3,-9.014894314477859,0,1,-1,0,1,3.42799557481688,0
0,-6.794785443308052,0,0,0,1,1,15,-6.60476359492065,0,0,-18,0,1,2.1210179685255763,0
0,-9.667219500517549,1,0,0,1,1,18,-7.508504777943205,0,0,-5,0,0,3.912023005428146,0
0,-6.748368271299515,1,0,0,1,0,27,-11.969804593511594,0,0,-7,0,0,5.221436322212079,0
0,-9.627998787364268,1,0,0,1,0,8,-8.609429206369693,0,0,-4,0,0,3.258096538021482,0
0,-7.829849520037441,1,0,1,1,1,2,-10.178045124283539,0,0,-1,0,1,4.650780697240144,0
0,-6.549269594239308,1,0,1,1,1,22,-11.78748303671764,0,0,-1,0,1,2.767293034665071,0
0,-6.549269594239308,1,0,1,1,0,13,-9.729094904235636,0,0,7,0,0,2.767293034665071,0
0,-6.794785443308052,1,0,1,1,0,12,-5.810286461407363,0,0,-1,0,2,2.1210179685255763,0
1,-6.195253047967186,0,0,1,0,1,1,-6.2064961395413665,0,1,-1,0,1,1.5146925448447344,0
0,-6.195253047967186,1,0,0,1,1,3,-8.623415448344433,0,0,-5,0,0,1.5146925448447344,0
0,-8.516647472918727,0,0,1,0,0,1,-6.8422755479438395,0,1,-1,0,1,1.2124474313169082,0
0,-6.794785443308052,1,0,0,1,1,3,-10.283405639941366,0,0,-4,0,0,2.1210179685255763,0
0,-6.195253047967186,1,0,1,1,0,15,-7.45455911505149,0,0,-1,0,0,1.5146925448447344,0
0,-9.94165634621931,1,0,0,1,0,8,-7.829849520037441,0,0,-9,0,0,2.538973871058276,0
0,-6.195253047967186,0,0,1,1,1,6,-5.3795035453149085,0,1,-1,0,1,1.5146925448447344,0
0,-9.553890815210545,1,0,0,1,0,10,-5.3795035453149085,0,0,-3,0,1,2.4159137783010487,0
0,-9.553890815210545,1,0,0,1,0,14,-10.052881981329532,0,0,-6,0,0,2.4159137783010487,0
0,-8.251366337156114,1,0,1,1,1,3,-5.3795035453149085,0,0,-1,0,4,2.619825967687371,0
0,-6.794785443308052,1,0,0,0,1,3,-9.184793351273257,0,0,-17,0,0,2.1210179685255763,0
0,-7.146302413206516,1,0,0,0,0,3,-11.633332356890381,0,0,-6,0,0,2.19883358814192,1
0,-6.195253047967186,1,0,1,0,1,3,-6.926379476592348,0,0,-1,0,0,1.5146925448447344,0
0,-6.195253047967186,0,0,1,1,0,2,-6.801595912310578,0,1,-1,0,1,1.5146925448447344,0
0,-6.195253047967186,1,0,0,0,1,16,-5.810286461407363,0,0,-4,0,2,1.5146925448447344,1
0,-6.256071788002225,1,0,1,1,1,2,-7.437205100358338,0,0,3,0,0,2.7692938263429285,0
0,-8.10697183227422,1,0,1,1,1,4,-9.330747263896336,0,0,-1,0,1,2.176433807667145,0
0,-8.041908238927158,1,0,0,0,0,22,-7.146302413206516,0,0,-4,0,0,2.07159836421881,1
0,-9.275177412741526,1,0,0,1,1,12,-10.40118867559775,0,0,-3,0,0,2.512305623976115,0
0,-6.549269594239308,1,0,1,1,0,6,-8.194747443156606,0,0,-1,0,2,2.767293034665071,0
0,-6.256071788002225,1,0,0,0,1,4,-8.616397875685788,0,0,-4,0,0,2.7692938263429285,1
0,-8.285937681221203,1,0,1,0,1,1,-7.437205100358338,0,0,-1,0,0,2.1578106087953426,1
0,-8.251366337156114,1,0,1,1,1,13,-11.499800964265859,0,0,-1,0,0,2.619825967687371,0
0,-9.59025845938142,1,0,0,1,1,4,-8.964121989104436,0,0,-3,0,3,3.295836866004329,0
0,-8.285937681221203,0,0,0,0,0,2,-8.261122512101478,0,1,-3,0,1,2.1578106087953426,1
0,-7.437205100358338,1,0,0,0,1,1,-11.276657412951648,0,0,-4,0,0,3.7441421327889857,1
0,-9.94165634621931,1,0,0,0,0,3,-11.499800964265859,0,0,-4,0,0,2.538973871058276,1
0,-6.195253047967186,0,0,1,0,0,22,-6.60476359492065,0,1,-1,0,1,1.5146925448447344,0
1,-6.195253047967186,1,0,1,0,1,14,-12.88609532538575,0,0,-1,0,0,1.5146925448447344,0
0,-7.146302413206516,1,0,0,0,0,19,-6.433258038231307,0,0,-4,0,0,2.19883358814192,0
0,-8.285937681221203,0,0,1,1,1,0,-5.3795035453149085,0,1,-1,0,1,2.1578106087953426,0
0,-6.256071788002225,1,0,0,0,1,1,-6.73549255693947,0,0,-5,0,0,2.7692938263429285,1
0,-8.10697183227422,0,0,1,1,0,23,-10.082734944479215,0,1,-1,0,1,2.176433807667145,0
0,-6.256071788002225,1,0,0,1,0,0,-7.524803159676324,0,0,-4,0,0,2.7692938263429285,0
0,-6.549269594239308,1,0,1,1,1,1,-8.090304779789008,0,0,-1,0,2,2.767293034665071,0
0,-6.549269594239308,1,0,0,0,1,32,-5.3795035453149085,0,0,-3,0,2,2.767293034665071,0
0,-6.256071788002225,1,0,0,1,0,1,-6.73549255693947,0,0,-10,0,0,2.7692938263429285,0
0,-6.549269594239308,1,0,1,1,0,13,-11.633332356890381,0,0,-1,0,15,2.767293034665071,0
0,-6.549269594239308,1,0,0,0,1,15,-11.969804593511594,0,0,-5,0,0,2.767293034665071,0
0,-6.549269594239308,1,0,0,0,0,3,-12.88609532538575,0,0,-6,0,0,2.767293034665071,0
0,-6.256071788002225,1,0,1,1,0,11,-11.276657412951648,0,0,-1,0,0,2.7692938263429285,0
0,-6.324357695868357,1,0,0,1,0,21,-9.261754392409385,0,0,-5,0,0,4.952299717083292,0
0,-6.195253047967186,0,0,1,1,0,3,-7.62599917165791,1,0,-1,0,1,1.5146925448447344,0
0,-6.794785443308052,1,0,1,0,1,2,-8.58203023218158,0,0,-1,0,1,2.1210179685255763,0
0,-6.195253047967186,0,0,1,1,1,3,-10.634803526779255,0,0,-1,0,1,1.5146925448447344,0
0,-6.195253047967186,1,0,0,1,1,3,-6.2064961395413665,0,0,-3,0,11,1.5146925448447344,0
0,-7.146302413206516,1,0,0,1,1,5,-10.283405639941366,0,0,-4,0,0,2.19883358814192,0
0,-9.468368641772383,0,0,0,0,1,1,-9.995723567489584,0,0,-3,0,2,2.501435951739211,0
0,-8.473297032045114,1,0,0,1,0,5,-7.98082054694732,0,0,-3,0,2,3.0265039322207445,0
0,-6.256071788002225,0,0,0,0,1,1,-6.751613271442842,0,1,-3,0,1,2.7692938263429285,1
0,-6.794785443308052,0,0,0,0,0,1,-10.40118867559775,0,1,-3,0,1,2.1210179685255763,1
0,-6.549269594239308,1,0,1,1,0,4,-7.768101512968994,0,0,-1,0,2,2.767293034665071,0
0,-8.516647472918727,0,0,1,0,1,8,-8.609429206369693,0,1,-1,0,1,1.2124474313169082,0
0,-10.940185176330436,1,0,0,0,0,6,-9.7506011094566,0,0,-3,0,0,2.639057329615259,0
0,-6.794785443308052,0,0,1,0,0,2,-6.801595912310578,0,0,-1,0,1,2.1210179685255763,0
0,-6.855410065124486,1,0,0,0,0,31,-10.940185176330436,0,0,-6,0,0,3.42799557481688,0
0,-6.324357695868357,1,0,0,1,0,14,-7.768101512968994,0,0,-7,0,0,4.952299717083292,0
0,-9.275177412741526,1,0,0,0,0,12,-12.88609532538575,0,0,-4,0,0,2.2246235515243336,0
0,-6.549269594239308,1,0,1,1,0,14,-5.975344537423814,0,0,-1,0,7,2.767293034665071,0
0,-6.549269594239308,1,0,1,1,1,2,-11.969804593511594,0,0,-1,0,7,2.767293034665071,0
0,-9.222533679256102,0,0,1,1,0,14,-5.810286461407363,0,1,-1,0,1,3.258096538021482,0
0,-6.195253047967186,1,0,1,0,1,1,-6.73549255693947,0,0,-1,0,3,1.5146925448447344,1
0,-9.136591249455378,1,0,0,0,0,7,-10.634803526779255,0,0,-6,0,0,2.1400661634962708,0
0,-8.767058150573277,1,0,0,0,1,14,-12.192948144825804,0,0,-2,0,0,2.327277705584417,1
